genes	com_341	com_738	com_862	com_876	com_900	com_908	com_947	com_962	com_JB	locus_tag	ftype	bp	EC	COG	product
pdxS	1	1	1	1	1	1	1	1	1	MCMEOHNO_00132	CDS	933	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
pdxT	1	1	1	1	1	1	1	1	1	DNNBHHGK_01502	CDS	603	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
peb1A	1	1	1	1	1	1	1	1	1	DNNBHHGK_02027	CDS	969		COG0834	Major cell-binding factor
pehA	1	1	1	1	1	1	1	1	1	DNNBHHGK_00401	CDS	1263	3.1.4.-		Multifunctional alkaline phosphatase superfamily protein PehA
pepA	1	1	1	1	1	1	1	1	1	PIPEENFB_01020	CDS	1077	3.4.11.7	COG1363	Glutamyl aminopeptidase
pepD	1	1	1	1	1	1	1	1	1	DPNJBGPE_01416	CDS	1488	3.4.-.-	COG4690	Dipeptidase
pepE	1	1	1	1	1	1	1	1	1	AGEJDLBK_00615	CDS	768	3.4.13.21		Peptidase E
pepF1	1	1	1	1	1	1	1	1	1	LKFOIOBI_01250	CDS	1809	3.4.24.-		Oligoendopeptidase F, plasmid
pepN	1	1	1	1	1	1	1	1	1	IOFEINNK_00842	CDS	2979	3.4.11.2		Aminopeptidase N
pepO	1	1	1	1	1	1	1	1	1	AGEJDLBK_01801	CDS	1947	3.4.24.-	COG3590	Neutral endopeptidase
pepPI	1	1	1	1	1	1	1	1	1	IHGJPHMH_01282	CDS	1515	3.4.11.9		Xaa-Pro aminopeptidase 1
pepT	1	1	1	1	1	1	1	1	1	BGMKIKPO_01781	CDS	1233	3.4.11.4	COG2195	Peptidase T
perR	1	1	1	1	1	1	1	1	1	IGOCDMGC_01933	CDS	471		COG0735	Peroxide-responsive repressor PerR
petC	1	1	1	1	1	1	1	1	1	HAJKDPKL_02809	CDS	1497	1.10.9.1		Cytochrome b6-f complex iron-sulfur subunit
pfbA	1	1	1	1	1	1	1	1	1	BGMKIKPO_01587	CDS	1059		COG5434	Plasmin and fibronectin-binding protein A
pfkA	1	1	1	1	1	1	1	1	1	IFGBOHMA_01828	CDS	969	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
pfkB	1	1	1	1	1	1	1	1	1	IOFEINNK_03268	CDS	948	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
pfp	1	1	1	1	1	1	1	1	1	DPNJBGPE_02201	CDS	1221	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
pgaC	1	1	1	1	1	1	1	1	1	ADMANBBD_02424	CDS	1170	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
pgcA	1	1	1	1	1	1	1	1	1	HGOKLDLI_00494	CDS	1659	5.4.2.2	COG1109	Phosphoglucomutase
pgi	1	1	1	1	1	1	1	1	1	FOMIDEFL_00465	CDS	1695	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
pgk	1	1	1	1	1	1	1	1	1	MCMEOHNO_01619	CDS	1203	2.7.2.3	COG0126	Phosphoglycerate kinase
pgl	1	1	1	1	1	1	1	1	1	NGPGJBKC_02319	CDS	1296	3.2.1.15		Polygalacturonase
pglK	1	1	1	1	1	1	1	1	1	NGPGJBKC_01274	CDS	1845	3.6.3.39	COG1132	Protein glycosylation K
pgm	1	1	1	1	1	1	1	1	1	IHGJPHMH_00543	CDS	1641	5.4.2.2	COG0033	Phosphoglucomutase
pgpB	1	1	1	1	1	1	1	1	1	PIPEENFB_02265	CDS	615	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
pgsA	1	1	1	1	1	1	1	1	1	FAGDNHIP_02128	CDS	579	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
pgsA2	1	1	1	1	1	1	1	1	1	IHGJPHMH_02186	CDS	705	2.7.8.5	COG0558	Putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase 2
phaJ	1	1	1	1	1	1	1	1	1	MCCDGJGB_02847	CDS	444	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
pheA	1	1	1	1	1	1	1	1	1	FOMIDEFL_01917	CDS	1023	4.2.1.51		Prephenate dehydratase
pheS	1	1	1	1	1	1	1	1	1	AGBMBALL_03058	CDS	1233	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
pheT	1	1	1	1	1	1	1	1	1	DPNJBGPE_02410	CDS	2610	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
phhB	1	1	1	1	1	1	1	1	1	AGBMBALL_02555	CDS	315	4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
phnO	1	1	1	1	1	1	1	1	1	LJFCBDKD_03299	CDS	483	2.3.1.-		Aminoalkylphosphonate N-acetyltransferase
phnPP	1	1	1	1	1	1	1	1	1	EBMLHIBA_01364	CDS	858	3.1.4.57	COG0613	Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase
phnU	1	1	1	1	1	1	1	1	1	LJFCBDKD_02214	CDS	1764		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
phnW	1	1	1	1	1	1	1	1	1	IHGJPHMH_03441	CDS	1137	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
phoB	1	1	1	1	1	1	1	1	1	BGMKIKPO_01032	CDS	1431	3.1.3.1	COG1785	Alkaline phosphatase 3
phoD	1	1	1	1	1	1	1	1	1	LJFCBDKD_02624	CDS	1551	3.1.3.1	COG3540	Alkaline phosphatase D
phoP	1	1	1	1	1	1	1	1	1	IOFEINNK_01045	CDS	753		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
phoR	1	1	1	1	1	1	1	1	1	MOFHFCGN_01318	CDS	1695	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
phoU	1	1	1	1	1	1	1	1	1	IFGBOHMA_00712	CDS	651		COG0704	Phosphate-specific transport system accessory protein PhoU
phoU2	1	1	1	1	1	1	1	1	1	NGPGJBKC_02740	CDS	675		COG0704	Phosphate-specific transport system accessory protein PhoU 
phpP	1	1	1	1	1	1	1	1	1	DPNJBGPE_00267	CDS	882	3.1.3.16	COG0631	Protein phosphatase PhpP
phzD	1	1	1	1	1	1	1	1	1	JOIMIODL_01854	CDS	567	3.3.2.15		Phenazine biosynthesis protein PhzD
phzF	1	1	1	1	1	1	1	1	1	MCMEOHNO_01032	CDS	882	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
pigC	1	1	1	1	1	1	1	1	1	LDOPIMGM_01638	CDS	2580	6.4.-.-		Prodigiosin synthesizing transferase PigC
pimB	1	1	1	1	1	1	1	1	1	AGDBFNGI_02998	CDS	1374	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
pip	1	1	1	1	1	1	1	1	1	DPNJBGPE_01635	CDS	855	3.4.11.5		Proline iminopeptidase
pitA	1	1	1	1	1	1	1	1	1	AGBMBALL_00622	CDS	1644		COG0306	Low-affinity inorganic phosphate transporter 1
pka	1	1	1	1	1	1	1	1	1	JOIMIODL_02373	CDS	2733	2.3.1.-	COG0454	Protein lysine acetyltransferase Pka
pkn1	1	1	1	1	1	1	1	1	1	AGEJDLBK_03512	CDS	918	2.7.11.1	COG0515	Serine/threonine-protein kinase pkn1
pknA	1	1	1	1	1	1	1	1	1	JOIMIODL_01588	CDS	1395	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
pknB	1	1	1	1	1	1	1	1	1	DNNBHHGK_00235	CDS	2214	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
pknE	1	1	1	1	1	1	1	1	1	DNNBHHGK_00535	CDS	816	2.7.11.1	COG0515	Serine/threonine-protein kinase PknE
pknK	1	1	1	1	1	1	1	1	1	GGCDANDK_02477	CDS	1326	2.7.11.1	COG2909	Serine/threonine-protein kinase PknK
pks5	1	1	1	1	1	1	1	1	1	AGBMBALL_00440	CDS	954	2.3.1.-	COG3321	Mycocerosic acid synthase-like polyketide synthase
plsC	1	1	1	1	1	1	1	1	1	JOIMIODL_02356	CDS	711	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
plsX	1	1	1	1	1	1	1	1	1	IGOCDMGC_02172	CDS	987	2.3.1.-		Phosphate acyltransferase
plsY	1	1	1	1	1	1	1	1	1	MOFHFCGN_00992	CDS	606	2.3.1.-	COG0344	Glycerol-3-phosphate acyltransferase
pmt	1	1	1	1	1	1	1	1	1	DNNBHHGK_01918	CDS	1608	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
pnbA	1	1	1	1	1	1	1	1	1	MCCDGJGB_02958	CDS	1305	3.1.1.-	COG2272	Para-nitrobenzyl esterase
pncA	1	1	1	1	1	1	1	1	1	AGEJDLBK_01704	CDS	630	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
pncB1	1	1	1	1	1	1	1	1	1	AGDBFNGI_00655	CDS	1320	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
pncB2	1	1	1	1	1	1	1	1	1	PIPEENFB_01839	CDS	1467	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
pncC	1	1	1	1	1	1	1	1	1	MCCDGJGB_00780	CDS	576	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
pnp	1	1	1	1	1	1	1	1	1	MCMEOHNO_01398	CDS	2262	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
polA	1	1	1	1	1	1	1	1	1	IHGJPHMH_01541	CDS	2667	2.7.7.7	COG0258	DNA polymerase I
polC	1	1	1	1	1	1	1	1	1	NGPGJBKC_02480	CDS	717	2.7.7.7		DNA polymerase III PolC-type
polX	1	1	1	1	1	1	1	1	1	BGMKIKPO_02451	CDS	1713		COG1387	DNA polymerase/3'-5' exonuclease PolX
ponA	1	1	1	1	1	1	1	1	1	LKFOIOBI_01182	CDS	2244		COG0744	Penicillin-binding protein 1A/1B
ponA1	1	1	1	1	1	1	1	1	1	EBMLHIBA_01806	CDS	2415		COG0744	Penicillin-binding protein 1A
por	1	1	1	1	1	1	1	1	1	AGBMBALL_03333	CDS	1584	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
potA	1	1	1	1	1	1	1	1	1	FOMIDEFL_01129	CDS	1140	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
potB	1	1	1	1	1	1	1	1	1	EPECHOLL_01628	CDS	804		COG1176	Spermidine/putrescine transport system permease protein PotB
poxB	1	1	1	1	1	1	1	1	1	JOIMIODL_02844	CDS	1752	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
ppa	1	1	1	1	1	1	1	1	1	AGBMBALL_02001	CDS	513	3.6.1.1	COG0221	Inorganic pyrophosphatase
ppaC	1	1	1	1	1	1	1	1	1	FAGDNHIP_02528	CDS	936	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
ppaX	1	1	1	1	1	1	1	1	1	PIPEENFB_00667	CDS	699	3.6.1.1	COG0546	Pyrophosphatase PpaX
ppc	1	1	1	1	1	1	1	1	1	FOMIDEFL_01963	CDS	2829	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
ppdK	1	1	1	1	1	1	1	1	1	PIPEENFB_01716	CDS	2634	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
ppgK	1	1	1	1	1	1	1	1	1	LDOPIMGM_02281	CDS	834	2.7.1.63	COG1940	Polyphosphate glucokinase
ppk	1	1	1	1	1	1	1	1	1	IHGJPHMH_00011	CDS	2145	2.7.4.1	COG0855	Polyphosphate kinase
ppk2B	1	1	1	1	1	1	1	1	1	MCCDGJGB_03585	CDS	903	2.7.4.1	COG2326	Polyphosphate kinase PPK2B
ppm1	1	1	1	1	1	1	1	1	1	AGDBFNGI_01993	CDS	1245	2.4.1.-		Polyprenol monophosphomannose synthase
ppnK	1	1	1	1	1	1	1	1	1	IOFEINNK_03140	CDS	942	2.7.1.23	COG0061	NAD kinase
ppsA	1	1	1	1	1	1	1	1	1	DPNJBGPE_01760	CDS	2391	2.7.9.2		Phosphoenolpyruvate synthase
ppsC	1	1	1	1	1	1	1	1	1	DNNBHHGK_02177	CDS	1176	2.3.1.41		Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC
ppsR	1	1	1	1	1	1	1	1	1	JOIMIODL_01123	CDS	876	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
ppx	1	1	1	1	1	1	1	1	1	FAGDNHIP_00169	CDS	1527	3.6.1.11	COG0248	Exopolyphosphatase
ppx2	1	1	1	1	1	1	1	1	1	LDOPIMGM_01839	CDS	948	3.6.1.11		Exopolyphosphatase 2
praI	1	1	1	1	1	1	1	1	1	IHGJPHMH_00651	CDS	1185	1.14.13.33		4-hydroxybenzoate 3-monooxygenase (NAD(P)H)
prcA	1	1	1	1	1	1	1	1	1	AGEJDLBK_00955	CDS	696	3.4.25.1	COG0638	Proteasome subunit alpha
prcB2	1	1	1	1	1	1	1	1	1	AGEJDLBK_00954	CDS	801	3.4.25.1	COG0638	Proteasome subunit beta 2
prfA	1	1	1	1	1	1	1	1	1	IGOCDMGC_02611	CDS	1077		COG0216	Peptide chain release factor 1
prfB	1	1	1	1	1	1	1	1	1	MOFHFCGN_00200	CDS	999			Peptide chain release factor 2
prfC	1	1	1	1	1	1	1	1	1	MCMEOHNO_03021	CDS	1605		COG4108	Peptide chain release factor 3
priA	1	1	1	1	1	1	1	1	1	MOFHFCGN_01962	CDS	705	5.3.1.16	COG0106	Phosphoribosyl isomerase A
prkC	1	1	1	1	1	1	1	1	1	IGOCDMGC_02380	CDS	2049	2.7.11.1		Serine/threonine-protein kinase PrkC
prmA	1	1	1	1	1	1	1	1	1	IGOCDMGC_00790	CDS	939	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
prmC	1	1	1	1	1	1	1	1	1	FAGDNHIP_02361	CDS	837	2.1.1.297	COG2890	Release factor glutamine methyltransferase
proA	1	1	1	1	1	1	1	1	1	MCMEOHNO_00471	CDS	1272	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
proB	1	1	1	1	1	1	1	1	1	LDOPIMGM_01907	CDS	1167	2.7.2.11	COG0263	Glutamate 5-kinase
proC	1	1	1	1	1	1	1	1	1	JOIMIODL_01990	CDS	891	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
proP	1	1	1	1	1	1	1	1	1	GGCDANDK_03327	CDS	1323			Proline/betaine transporter
proS	1	1	1	1	1	1	1	1	1	PIPEENFB_01867	CDS	1701	6.1.1.15		Proline--tRNA ligase
proY	1	1	1	1	1	1	1	1	1	ADMANBBD_00094	CDS	993		COG1113	Proline-specific permease ProY
prpB	1	1	1	1	1	1	1	1	1	AGEJDLBK_00375	CDS	906	4.1.3.30	COG2513	2-methylisocitrate lyase
prpD2	1	1	1	1	1	1	1	1	1	DNNBHHGK_00969	CDS	1518	4.2.1.79	COG2079	2-methylcitrate dehydratase 2
prr	1	1	1	1	1	1	1	1	1	IOFEINNK_02279	CDS	1497	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
prrA	1	1	1	1	1	1	1	1	1	GGCDANDK_00148	CDS	828			Transcriptional regulatory protein PrrA
prs	1	1	1	1	1	1	1	1	1	HGOKLDLI_02516	CDS	966	2.7.6.1		Ribose-phosphate pyrophosphokinase
prsA	1	1	1	1	1	1	1	1	1	IGOCDMGC_00442	CDS	993	5.2.1.8	COG0760	Foldase protein PrsA
prsW	1	1	1	1	1	1	1	1	1	EBMLHIBA_00501	CDS	1287	3.4.-.-	COG2339	Protease PrsW
prtS	1	1	1	1	1	1	1	1	1	IHGJPHMH_02073	CDS	1515	3.4.24.-		Protease PrtS
psaA	1	1	1	1	1	1	1	1	1	IOFEINNK_02037	CDS	1032		COG0803	Manganese ABC transporter substrate-binding lipoprotein
psdht	1	1	1	1	1	1	1	1	1	AGEJDLBK_02806	CDS	1011	4.2.1.-		Phenylserine dehydratase
psiE	1	1	1	1	1	1	1	1	1	LKFOIOBI_01679	CDS	393		COG3223	Protein PsiE
pspA	1	1	1	1	1	1	1	1	1	MCMEOHNO_00466	CDS	654	3.1.3.3	COG0406	Phosphoserine phosphatase 1
pstA	1	1	1	1	1	1	1	1	1	FAGDNHIP_00867	CDS	912		COG0581	Phosphate transport system permease protein PstA
pstA1	1	1	1	1	1	1	1	1	1	LJFCBDKD_02920	CDS	1164		COG0581	Phosphate transport system permease protein PstA 1
pstB1	1	1	1	1	1	1	1	1	1	AGDBFNGI_02294	CDS	780	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 1
pstB3	1	1	1	1	1	1	1	1	1	BGMKIKPO_02814	CDS	882	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
pstC1	1	1	1	1	1	1	1	1	1	IGOCDMGC_00606	CDS	930		COG0573	Phosphate transport system permease protein PstC 1
pstC2	1	1	1	1	1	1	1	1	1	MCCDGJGB_01755	CDS	1008		COG0573	Phosphate transport system permease protein PstC 2
pstP	1	1	1	1	1	1	1	1	1	NGPGJBKC_01021	CDS	1089	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
pstS	1	1	1	1	1	1	1	1	1	IGOCDMGC_00607	CDS	951			Phosphate-binding protein PstS
pstS2	1	1	1	1	1	1	1	1	1	FOMIDEFL_02456	CDS	1131		COG0226	Phosphate-binding protein PstS 2
pta	1	1	1	1	1	1	1	1	1	EPECHOLL_01909	CDS	987	2.3.1.8		Phosphate acetyltransferase
pth	1	1	1	1	1	1	1	1	1	IGOCDMGC_00922	CDS	573	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
ptpA	1	1	1	1	1	1	1	1	1	HAJKDPKL_01014	CDS	537	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
ptsG	1	1	1	1	1	1	1	1	1	EPECHOLL_00873	CDS	1500	2.7.1.199		PTS system glucose-specific EIICBA component
ptsH	1	1	1	1	1	1	1	1	1	HAJKDPKL_00977	CDS	273			Phosphocarrier protein HPr
ptsI	1	1	1	1	1	1	1	1	1	PIPEENFB_00145	CDS	1716	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
ptsJ	1	1	1	1	1	1	1	1	1	DNNBHHGK_01500	CDS	1371		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
pucD	1	1	1	1	1	1	1	1	1	EBMLHIBA_01075	CDS	2400	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
pucI	1	1	1	1	1	1	1	1	1	LDOPIMGM_00127	CDS	1443		COG1953	putative allantoin permease
pucK	1	1	1	1	1	1	1	1	1	EPECHOLL_02649	CDS	1269		COG2233	Uric acid permease PucK
pucR	1	1	1	1	1	1	1	1	1	IHGJPHMH_00313	CDS	1272		COG2508	Purine catabolism regulatory protein
punA	1	1	1	1	1	1	1	1	1	JOIMIODL_03399	CDS	852	2.4.2.1		Purine nucleoside phosphorylase
puo	1	1	1	1	1	1	1	1	1	GGCDANDK_02262	CDS	1353	1.4.3.10		Putrescine oxidase
pup	1	1	1	1	1	1	1	1	1	GGCDANDK_01438	CDS	192			Prokaryotic ubiquitin-like protein Pup
purA	1	1	1	1	1	1	1	1	1	BGMKIKPO_02561	CDS	1284	6.3.4.4		Adenylosuccinate synthetase
purB	1	1	1	1	1	1	1	1	1	AGEJDLBK_02542	CDS	1434	4.3.2.2	COG0015	Adenylosuccinate lyase
purC	1	1	1	1	1	1	1	1	1	FAGDNHIP_02042	CDS	702	6.3.2.6		Phosphoribosylaminoimidazole-succinocarboxamide synthase
purD	1	1	1	1	1	1	1	1	1	IOFEINNK_02278	CDS	2277	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
purE	1	1	1	1	1	1	1	1	1	DNNBHHGK_00065	CDS	519	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
purF	1	1	1	1	1	1	1	1	1	LDOPIMGM_01600	CDS	1482	2.4.2.14	COG0034	Amidophosphoribosyltransferase
purH	1	1	1	1	1	1	1	1	1	JOIMIODL_01962	CDS	1656		COG0138	Bifunctional purine biosynthesis protein PurH
purK	1	1	1	1	1	1	1	1	1	HGOKLDLI_00506	CDS	1134	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
purL	1	1	1	1	1	1	1	1	1	ADMANBBD_03405	CDS	2367	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
purM	1	1	1	1	1	1	1	1	1	MCMEOHNO_01536	CDS	1149	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
purN	1	1	1	1	1	1	1	1	1	HAJKDPKL_00817	CDS	582	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
purQ	1	1	1	1	1	1	1	1	1	HGOKLDLI_00509	CDS	672	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurQ
purR	1	1	1	1	1	1	1	1	1	DPNJBGPE_00763	CDS	1035		COG1609	HTH-type transcriptional repressor PurR
purS	1	1	1	1	1	1	1	1	1	EPECHOLL_01661	CDS	261	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
purU	1	1	1	1	1	1	1	1	1	EBMLHIBA_00790	CDS	903	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
putA	1	1	1	1	1	1	1	1	1	ADMANBBD_01297	CDS	3591			Bifunctional protein PutA
putB	1	1	1	1	1	1	1	1	1	BGMKIKPO_02956	CDS	1002	1.5.5.2	COG0506	Proline dehydrogenase 2
putP	1	1	1	1	1	1	1	1	1	ADMANBBD_03663	CDS	1521		COG0591	High-affinity proline transporter PutP
puuB	1	1	1	1	1	1	1	1	1	EBMLHIBA_03037	CDS	1422	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
puuC	1	1	1	1	1	1	1	1	1	AGEJDLBK_03053	CDS	1506	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
puuP	1	1	1	1	1	1	1	1	1	LDOPIMGM_03426	CDS	1380		COG0531	Putrescine importer PuuP
puuR	1	1	1	1	1	1	1	1	1	AGDBFNGI_03238	CDS	588			HTH-type transcriptional regulator PuuR
pyk	1	1	1	1	1	1	1	1	1	LJFCBDKD_01828	CDS	1470	2.7.1.40	COG0469	Pyruvate kinase
pyrB	1	1	1	1	1	1	1	1	1	PIPEENFB_00051	CDS	921	2.1.3.2		Aspartate carbamoyltransferase
pyrC	1	1	1	1	1	1	1	1	1	DPNJBGPE_02446	CDS	1173	3.5.2.3	COG0044	Dihydroorotase
pyrD	1	1	1	1	1	1	1	1	1	PIPEENFB_02081	CDS	1065	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
pyrE	1	1	1	1	1	1	1	1	1	AGEJDLBK_02655	CDS	567	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
pyrF	1	1	1	1	1	1	1	1	1	FAGDNHIP_02566	CDS	693	4.1.1.23		Orotidine 5'-phosphate decarboxylase
pyrG	1	1	1	1	1	1	1	1	1	MCCDGJGB_03310	CDS	1695	6.3.4.2	COG0504	CTP synthase
pyrH	1	1	1	1	1	1	1	1	1	AGBMBALL_01679	CDS	756	2.7.4.22	COG0528	Uridylate kinase
pyrP	1	1	1	1	1	1	1	1	1	HGOKLDLI_00617	CDS	1308			Uracil permease
pyrR	1	1	1	1	1	1	1	1	1	MCMEOHNO_01669	CDS	615		COG2065	Bifunctional protein PyrR
qcrA	1	1	1	1	1	1	1	1	1	AGBMBALL_01757	CDS	426		COG0723	Cytochrome bc1 complex Rieske iron-sulfur subunit
qcrB	1	1	1	1	1	1	1	1	1	HAJKDPKL_01324	CDS	1686	1.10.2.2	COG1290	Cytochrome bc1 complex cytochrome b subunit
qcrC	1	1	1	1	1	1	1	1	1	AGEJDLBK_01004	CDS	786	1.10.2.2	COG2010	Cytochrome bc1 complex cytochrome c subunit
qmcA	1	1	1	1	1	1	1	1	1	AGEJDLBK_01871	CDS	1026		COG0330	Protein QmcA
qorA	1	1	1	1	1	1	1	1	1	NGPGJBKC_02457	CDS	987	1.6.5.5	COG0604	Quinone oxidoreductase 1
qoxA	1	1	1	1	1	1	1	1	1	HGOKLDLI_00501	CDS	1122	1.10.3.-		putative quinol oxidase subunit 2
qoxB	1	1	1	1	1	1	1	1	1	IGOCDMGC_01728	CDS	1989	1.10.3.-		putative quinol oxidase subunit 1
qoxC	1	1	1	1	1	1	1	1	1	BGMKIKPO_02375	CDS	606	1.10.3.-		Quinol oxidase subunit 3
qoxD	1	1	1	1	1	1	1	1	1	HGOKLDLI_00498	CDS	291	1.10.3.-		Quinol oxidase subunit 4
queA	1	1	1	1	1	1	1	1	1	IFGBOHMA_00955	CDS	1026	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
queC	1	1	1	1	1	1	1	1	1	LKFOIOBI_02298	CDS	672	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
queD	1	1	1	1	1	1	1	1	1	IGOCDMGC_01068	CDS	426	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
queE	1	1	1	1	1	1	1	1	1	PIPEENFB_00517	CDS	717	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
queF	1	1	1	1	1	1	1	1	1	IFGBOHMA_01147	CDS	501	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
queG	1	1	1	1	1	1	1	1	1	PIPEENFB_02437	CDS	1137	1.17.99.6	COG1600	Epoxyqueuosine reductase
quiP	1	1	1	1	1	1	1	1	1	IOFEINNK_03534	CDS	2715	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
radA	1	1	1	1	1	1	1	1	1	AGDBFNGI_03092	CDS	1353	3.6.4.-	COG1066	DNA repair protein RadA
radD	1	1	1	1	1	1	1	1	1	AGDBFNGI_00934	CDS	3000	3.6.4.12	COG1061	Putative DNA repair helicase RadD
rafA	1	1	1	1	1	1	1	1	1	LJFCBDKD_01152	CDS	2232	3.2.1.22		Alpha-galactosidase
ramA	1	1	1	1	1	1	1	1	1	AGEJDLBK_00365	CDS	882		COG2771	HTH-type transcriptional activator RamA
ramB	1	1	1	1	1	1	1	1	1	JOIMIODL_01038	CDS	1485		COG1396	HTH-type transcriptional regulator RamB
rapA	1	1	1	1	1	1	1	1	1	MCCDGJGB_00552	CDS	3054	3.6.4.-		RNA polymerase-associated protein RapA
rarA	1	1	1	1	1	1	1	1	1	LJFCBDKD_01437	CDS	1326		COG2256	Replication-associated recombination protein A
rarD	1	1	1	1	1	1	1	1	1	IHGJPHMH_00980	CDS	915		COG2962	Protein RarD
ravA	1	1	1	1	1	1	1	1	1	IOFEINNK_02321	CDS	1080	3.6.3.-	COG0714	ATPase RavA
rbfA	1	1	1	1	1	1	1	1	1	IFGBOHMA_00592	CDS	345			Ribosome-binding factor A
rbgA	1	1	1	1	1	1	1	1	1	LKFOIOBI_01375	CDS	861		COG1161	Ribosome biogenesis GTPase A
rbpA	1	1	1	1	1	1	1	1	1	ADMANBBD_03039	CDS	342			RNA polymerase-binding protein RbpA
rbsA	1	1	1	1	1	1	1	1	1	PIPEENFB_02331	CDS	1494	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
rbsB	1	1	1	1	1	1	1	1	1	PIPEENFB_02329	CDS	915		COG1879	Ribose import binding protein RbsB
rbsC	1	1	1	1	1	1	1	1	1	MCMEOHNO_00054	CDS	1203		COG1172	Ribose import permease protein RbsC
rbsD	1	1	1	1	1	1	1	1	1	LKFOIOBI_00009	CDS	405	5.4.99.62	COG1869	D-ribose pyranase
