"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SEQ_341_10","SEQ_738_7","SEQ_862_5","SEQ_876_5","SEQ_900_4","SEQ_908_10","SEQ_947_12","SEQ_962_6","SEQ_BC9"
"group_32","","hypothetical protein","5","5","1","14","4108","2","582","","938","971","944","","BGMKIKPO_02319","HGOKLDLI_02105","","LKFOIOBI_02515","","IFGBOHMA_02538","","EPECHOLL_00050"
"csbX","","Alpha-ketoglutarate permease","5","5","1","14","4398","1","571","","995","1247","1196","FAGDNHIP_02296","BGMKIKPO_02943","HGOKLDLI_02793","","","","IFGBOHMA_02708","PIPEENFB_02745",""
"xerC_1","","Tyrosine recombinase XerC","5","5","1","14","2049","1","149","","1031","1034","1031","","BGMKIKPO_00105","HGOKLDLI_01623","IGOCDMGC_00423","","","IFGBOHMA_01660","PIPEENFB_01139",""
"group_378","","hypothetical protein","5","5","1","14","2063","1","167","","284","284","284","","BGMKIKPO_00114","HGOKLDLI_01613","IGOCDMGC_00413","","","IFGBOHMA_01670","PIPEENFB_01130",""
"group_381","","hypothetical protein","5","5","1","14","2611","1","98","","287","287","287","","BGMKIKPO_00385","HGOKLDLI_01579","IGOCDMGC_00378","","","IFGBOHMA_01705","PIPEENFB_01094",""
"group_387","","hypothetical protein","5","5","1","14","1134","1","610","","896","1646","1496","","BGMKIKPO_00949","HGOKLDLI_01837","IGOCDMGC_01776","","","IFGBOHMA_02283","PIPEENFB_01146",""
"group_389","","hypothetical protein","5","5","1","14","2201","1","279","","215","215","215","","BGMKIKPO_01488","","IGOCDMGC_00398","","MOFHFCGN_01464","IFGBOHMA_01686","PIPEENFB_01114",""
"group_390","","hypothetical protein","5","5","1","14","3810","1","788","","539","773","726","","BGMKIKPO_01814","HGOKLDLI_00224","IGOCDMGC_01000","","","IFGBOHMA_01196","PIPEENFB_00449",""
"fosB2","","Metallothiol transferase FosB 2","5","5","1","14","3681","3","35","","137","137","137","","BGMKIKPO_03119","HGOKLDLI_00301","IGOCDMGC_00231","","","IFGBOHMA_01276","PIPEENFB_00368",""
"fosB","","Metallothiol transferase FosB","5","5","1","14","3680","3","36","","221","419","260","","","HGOKLDLI_00302","IGOCDMGC_00230","","MOFHFCGN_01725","IFGBOHMA_01277","PIPEENFB_00367",""
"group_408","","hypothetical protein","5","5","1","14","1765","2","100","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","686","959","886","","","","IGOCDMGC_02022","LKFOIOBI_02855","MOFHFCGN_02826","IFGBOHMA_02523","PIPEENFB_02875",""
"group_44","pls_1","Surface protein","5","5","1","14","825","22","7","","1859","2090","1905","","BGMKIKPO_00400","HGOKLDLI_02426","","","MOFHFCGN_02423","IFGBOHMA_00435","PIPEENFB_01685",""
"ppsA_1","","Plipastatin synthase subunit A","5","5","1","14","1490","47","3","","1427","4334","3396","FAGDNHIP_01372","BGMKIKPO_03008","","","LKFOIOBI_01607","","IFGBOHMA_02064","PIPEENFB_02530",""
"group_78","","hypothetical protein","5","5","1","14","13","1","345","","413","413","413","","BGMKIKPO_02883","HGOKLDLI_01887","IGOCDMGC_02550","","","IFGBOHMA_02326","PIPEENFB_00783",""
"group_91","","hypothetical protein","5","5","1","14","2057","1","154","","563","965","867","","BGMKIKPO_00109","HGOKLDLI_01618","IGOCDMGC_00418","","","IFGBOHMA_01665","PIPEENFB_01135",""
"betI_2","","HTH-type transcriptional regulator BetI","5","5","1","14","1790","2","453","","581","581","581","","BGMKIKPO_01593","HGOKLDLI_00002","IGOCDMGC_02146","","","IFGBOHMA_00975","PIPEENFB_00670",""
"cbiX","","Sirohydrochlorin cobaltochelatase","4","4","1","14","428","46","3","","353","356","353","","BGMKIKPO_02501","HGOKLDLI_00764","","","","IFGBOHMA_00322","PIPEENFB_01498",""
"group_1257","","hypothetical protein","4","4","1","14","2204","1","171","","401","404","401","","BGMKIKPO_00127","HGOKLDLI_01600","","","","IFGBOHMA_01683","PIPEENFB_01117",""
"lss_2","","Lysostaphin","4","4","1","14","3296","1","60","","1376","1376","1376","","BGMKIKPO_00367","","IGOCDMGC_00355","","","IFGBOHMA_01727","PIPEENFB_01072",""
"group_1281","","hypothetical protein","4","4","1","14","4542","1","507","","368","368","368","","BGMKIKPO_00847","HGOKLDLI_01753","","","MOFHFCGN_00685","IFGBOHMA_02839","",""
"group_1291","","hypothetical protein","4","4","1","14","2558","1","58","","251","251","251","","BGMKIKPO_01412","","IGOCDMGC_00356","","","IFGBOHMA_01726","PIPEENFB_01073",""
"group_1314","","hypothetical protein","4","4","1","14","4147","2","542","","875","1445","1302","","BGMKIKPO_02309","","","LKFOIOBI_02505","","IFGBOHMA_02528","PIPEENFB_01673",""
"group_1335","","hypothetical protein","4","4","1","14","3766","1","722","","815","974","934","","","HGOKLDLI_00258","IGOCDMGC_00963","","","IFGBOHMA_01233","PIPEENFB_00411",""
"group_1337","","hypothetical protein","4","4","1","14","2129","1","266","","131","134","131","","","HGOKLDLI_01589","","","","IFGBOHMA_01695","PIPEENFB_01105","EPECHOLL_01497"
"group_1573","rspR_2","HTH-type transcriptional repressor RspR","4","4","1","14","77","48","1","","617","617","617","FAGDNHIP_01356","","","","LKFOIOBI_00056","MOFHFCGN_02442","","","EPECHOLL_02106"
"garR","","2-hydroxy-3-oxopropionate reductase","4","4","1","14","76","48","4","","875","875","875","FAGDNHIP_01357","","","","LKFOIOBI_00057","MOFHFCGN_02441","","","EPECHOLL_02107"
"group_177","","hypothetical protein","4","4","1","14","4296","2","535","","674","674","674","","","","IGOCDMGC_01240","","MOFHFCGN_01566","IFGBOHMA_02611","PIPEENFB_02828",""
"group_184","","hypothetical protein","4","4","1","14","1582","2","156","","266","509","445","","","HGOKLDLI_02818","","","MOFHFCGN_02307","IFGBOHMA_02464","PIPEENFB_01243",""
"aldA_2","","Putative aldehyde dehydrogenase AldA","4","4","1","14","4087","2","77","","1487","1487","1487","FAGDNHIP_02678","","","","LKFOIOBI_02519","","IFGBOHMA_02541","","EPECHOLL_00056"
"group_2122","","hypothetical protein","4","4","1","14","3297","1","142","","191","191","191","","BGMKIKPO_00364","HGOKLDLI_01556","","","","IFGBOHMA_01730","PIPEENFB_01069",""
"group_2123","","hypothetical protein","4","4","1","14","3298","1","141","","437","437","437","","BGMKIKPO_00365","HGOKLDLI_01557","","","","IFGBOHMA_01729","PIPEENFB_01070",""
"group_2124","","hypothetical protein","4","4","1","14","3299","1","59","","227","227","227","","BGMKIKPO_00366","HGOKLDLI_01558","","","","IFGBOHMA_01728","PIPEENFB_01071",""
"group_2148","","hypothetical protein","4","4","1","14","4520","1","458","","233","233","233","","BGMKIKPO_00744","HGOKLDLI_02913","","","","IFGBOHMA_02804","PIPEENFB_02787",""
"group_2149","","hypothetical protein","4","4","1","14","4521","1","459","","785","785","785","","BGMKIKPO_00745","HGOKLDLI_02914","","","","IFGBOHMA_02805","PIPEENFB_02786",""
"group_2150","","hypothetical protein","4","4","1","14","4522","1","460","","281","281","281","","BGMKIKPO_00746","HGOKLDLI_02915","","","","IFGBOHMA_02806","PIPEENFB_02785",""
"group_2151","","hypothetical protein","4","4","1","14","4523","1","461","","989","989","989","","BGMKIKPO_00747","HGOKLDLI_02916","","","","IFGBOHMA_02807","PIPEENFB_02784",""
"cas2","","CRISPR-associated endoribonuclease Cas2","4","4","1","14","4524","1","462","","293","293","293","","BGMKIKPO_00748","HGOKLDLI_02917","","","","IFGBOHMA_02808","PIPEENFB_02783",""
"cas1_1","","CRISPR-associated endonuclease Cas1","4","4","1","14","4525","1","463","","383","383","383","","BGMKIKPO_00749","HGOKLDLI_02918","","","","IFGBOHMA_02809","PIPEENFB_02782",""
"cas1_2","","CRISPR-associated endonuclease Cas1","4","4","1","14","4526","1","464","","485","485","485","","BGMKIKPO_00750","HGOKLDLI_02919","","","","IFGBOHMA_02810","PIPEENFB_02781",""
"cas9","","CRISPR-associated endonuclease Cas9","4","4","1","14","4527","1","465","","3161","3161","3161","","BGMKIKPO_00751","HGOKLDLI_02920","","","","IFGBOHMA_02811","PIPEENFB_02780",""
"group_2156","","hypothetical protein","4","4","1","14","4528","1","466","","770","770","770","","BGMKIKPO_00752","HGOKLDLI_02921","","","","IFGBOHMA_02812","PIPEENFB_02779",""
"group_2157","","hypothetical protein","4","4","1","14","4529","1","467","","401","401","401","","BGMKIKPO_00753","HGOKLDLI_02922","","","","IFGBOHMA_02813","PIPEENFB_02778",""
"group_2158","","hypothetical protein","4","4","1","14","4530","1","468","","488","488","488","","BGMKIKPO_00754","HGOKLDLI_02923","","","","IFGBOHMA_02814","PIPEENFB_02777",""
"group_2159","","hypothetical protein","4","4","1","14","4531","1","469","","233","233","233","","BGMKIKPO_00755","HGOKLDLI_02924","","","","IFGBOHMA_02815","PIPEENFB_02776",""
"group_2160","","hypothetical protein","4","4","1","14","4532","1","470","","215","215","215","","BGMKIKPO_00756","HGOKLDLI_02925","","","","IFGBOHMA_02816","PIPEENFB_02775",""
"group_2161","","hypothetical protein","4","4","1","14","4533","1","471","","233","233","233","","BGMKIKPO_00757","HGOKLDLI_02926","","","","IFGBOHMA_02817","PIPEENFB_02774",""
"group_2162","","hypothetical protein","4","4","1","14","4534","1","472","","302","302","302","","BGMKIKPO_00758","HGOKLDLI_02927","","","","IFGBOHMA_02818","PIPEENFB_02773",""
"group_2207","","hypothetical protein","4","4","1","14","1133","1","609","","1724","1724","1724","","BGMKIKPO_00950","HGOKLDLI_01838","","","","IFGBOHMA_02483","PIPEENFB_01144",""
"group_2208","","hypothetical protein","4","4","1","14","1132","1","608","","1904","1904","1904","","BGMKIKPO_00951","HGOKLDLI_01839","","","","IFGBOHMA_02484","PIPEENFB_01143",""
"group_2209","","hypothetical protein","4","4","1","14","1131","1","607","","932","932","932","","BGMKIKPO_00952","HGOKLDLI_01840","","","","IFGBOHMA_02485","PIPEENFB_01142",""
"group_2210","","hypothetical protein","4","4","1","14","1130","1","606","","1325","1325","1325","","BGMKIKPO_00953","HGOKLDLI_01841","","","","IFGBOHMA_02486","PIPEENFB_01141",""
"group_2211","","hypothetical protein","4","4","1","14","1129","1","605","","1100","1100","1100","","BGMKIKPO_00954","HGOKLDLI_01842","","","","IFGBOHMA_02487","PIPEENFB_01140",""
"group_2216","","hypothetical protein","4","4","1","14","1125","1","567","","647","647","647","","BGMKIKPO_01093","HGOKLDLI_01846","IGOCDMGC_01774","","","","PIPEENFB_00741",""
"group_2312","","hypothetical protein","4","4","1","14","2221","1","725","","1250","1250","1250","","BGMKIKPO_01849","","IGOCDMGC_00966","","","IFGBOHMA_01230","PIPEENFB_00414",""
"group_2313","","hypothetical protein","4","4","1","14","2220","1","724","","158","158","158","","BGMKIKPO_01850","","IGOCDMGC_00965","","","IFGBOHMA_01231","PIPEENFB_00413",""
"group_2314","","hypothetical protein","4","4","1","14","2219","1","723","","608","608","608","","BGMKIKPO_01851","","IGOCDMGC_00964","","","IFGBOHMA_01232","PIPEENFB_00412",""
"group_2354","","hypothetical protein","4","4","1","14","4146","2","480","","251","251","251","","BGMKIKPO_02310","","","LKFOIOBI_02506","","IFGBOHMA_02529","PIPEENFB_01674",""
"group_2355","","hypothetical protein","4","4","1","14","4145","2","479","","209","209","209","","BGMKIKPO_02311","","","LKFOIOBI_02507","","IFGBOHMA_02530","PIPEENFB_01675",""
"glpQ_4","","Glycerophosphodiester phosphodiesterase","4","4","1","14","4144","2","478","","914","914","914","","BGMKIKPO_02312","","","LKFOIOBI_02508","","IFGBOHMA_02531","PIPEENFB_01676",""
"glpT","","Glycerol-3-phosphate transporter","4","4","1","14","4143","2","477","","1358","1358","1358","","BGMKIKPO_02313","","","LKFOIOBI_02509","","IFGBOHMA_02532","PIPEENFB_01677",""
"group_2358","","hypothetical protein","4","4","1","14","4142","2","476","","446","446","446","","BGMKIKPO_02314","","","LKFOIOBI_02510","","IFGBOHMA_02533","PIPEENFB_01678",""
"group_2371","","hypothetical protein","4","4","1","14","4426","1","699","","1193","1193","1193","","BGMKIKPO_02524","HGOKLDLI_01758","","","","IFGBOHMA_02552","PIPEENFB_01238",""
"group_2372","","hypothetical protein","4","4","1","14","4427","1","514","","746","746","746","","BGMKIKPO_02525","HGOKLDLI_01759","","","","IFGBOHMA_02553","PIPEENFB_01237",""
"group_2375","","hypothetical protein","4","4","1","14","4415","1","569","","188","188","188","","BGMKIKPO_02724","HGOKLDLI_02663","","","","IFGBOHMA_02477","PIPEENFB_02733",""
"gtf1_2","","Glycosyltransferase Gtf1","4","4","1","14","4416","1","570","","1505","1505","1505","","BGMKIKPO_02725","HGOKLDLI_02662","","","","IFGBOHMA_02478","PIPEENFB_02734",""
"gtf2_2","","Glycosyltransferase-stabilizing protein Gtf2","4","4","1","14","4420","1","597","","1322","1322","1322","","BGMKIKPO_02726","HGOKLDLI_02661","","","","IFGBOHMA_02479","PIPEENFB_02735",""
"group_2410","","hypothetical protein","4","4","1","14","4212","2","67","","89","89","89","","BGMKIKPO_02973","HGOKLDLI_02485","IGOCDMGC_01224","LKFOIOBI_02536","","","",""
"speG_3","","Spermidine N(1)-acetyltransferase","4","4","1","14","4140","2","549","","500","500","500","","BGMKIKPO_02999","HGOKLDLI_02904","IGOCDMGC_01252","","","","PIPEENFB_02816",""
"group_2450","","hypothetical protein","4","4","1","14","4424","1","582","","749","749","749","","BGMKIKPO_03133","HGOKLDLI_02798","","","","IFGBOHMA_02714","PIPEENFB_02739",""
"group_2451","","hypothetical protein","4","4","1","14","4423","1","583","","308","308","308","","BGMKIKPO_03134","HGOKLDLI_02799","","","","IFGBOHMA_02715","PIPEENFB_02738",""
"group_2456","","hypothetical protein","4","4","1","14","3765","1","721","","269","269","269","","","HGOKLDLI_00259","IGOCDMGC_00962","","","IFGBOHMA_01234","PIPEENFB_00410",""
"group_2457","","hypothetical protein","4","4","1","14","3764","1","720","","335","335","335","","","HGOKLDLI_00260","IGOCDMGC_00961","","","IFGBOHMA_01235","PIPEENFB_00409",""
"group_2458","","hypothetical protein","4","4","1","14","3763","1","719","","353","353","353","","","HGOKLDLI_00261","IGOCDMGC_00960","","","IFGBOHMA_01236","PIPEENFB_00408",""
"group_2459","","hypothetical protein","4","4","1","14","3762","1","718","","392","392","392","","","HGOKLDLI_00262","IGOCDMGC_00959","","","IFGBOHMA_01237","PIPEENFB_00407",""
"group_2460","","hypothetical protein","4","4","1","14","3761","1","717","","563","563","563","","","HGOKLDLI_00263","IGOCDMGC_00958","","","IFGBOHMA_01238","PIPEENFB_00406",""
"group_2461","","hypothetical protein","4","4","1","14","3760","1","716","","365","365","365","","","HGOKLDLI_00264","IGOCDMGC_00957","","","IFGBOHMA_01239","PIPEENFB_00405",""
"group_2462","","hypothetical protein","4","4","1","14","3759","1","715","","350","350","350","","","HGOKLDLI_00265","IGOCDMGC_00956","","","IFGBOHMA_01240","PIPEENFB_00404",""
"immR_3","","HTH-type transcriptional regulator ImmR","4","4","1","14","4217","2","548","","446","446","446","","","HGOKLDLI_02905","IGOCDMGC_01251","","MOFHFCGN_01555","","PIPEENFB_02817",""
"group_2647","","hypothetical protein","4","4","1","14","4235","2","531","","158","158","158","","","HGOKLDLI_02910","IGOCDMGC_01244","","MOFHFCGN_01562","","PIPEENFB_02824",""
"adhR","","HTH-type transcriptional regulator AdhR","4","4","1","14","4329","626","1","","347","347","347","","","HGOKLDLI_02959","IGOCDMGC_02786","","MOFHFCGN_02911","IFGBOHMA_02855","",""
"group_2673","","hypothetical protein","4","4","1","14","2575","1","138","","395","395","395","","","","IGOCDMGC_00360","","MOFHFCGN_01424","IFGBOHMA_01722","PIPEENFB_01077",""
"group_2674","","hypothetical protein","4","4","1","14","2574","1","71","","422","422","422","","","","IGOCDMGC_00361","","MOFHFCGN_01425","IFGBOHMA_01721","PIPEENFB_01078",""
"group_2706","","hypothetical protein","4","4","1","14","1646","2","182","","122","122","122","","","","IGOCDMGC_00497","LKFOIOBI_01844","","IFGBOHMA_02466","PIPEENFB_01254",""
"group_2740","","hypothetical protein","4","4","1","14","4295","2","534","","266","266","266","","","","IGOCDMGC_01241","","MOFHFCGN_01565","IFGBOHMA_02612","PIPEENFB_02827",""
"group_309","","hypothetical protein","4","4","1","14","1033","1","351","","455","455","455","","BGMKIKPO_02888","HGOKLDLI_01892","IGOCDMGC_02555","","","IFGBOHMA_02331","",""
"yhdG_3","","putative amino acid permease YhdG","4","4","1","14","4434","121","2","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","275","1421","1134","","","","IGOCDMGC_01849","LKFOIOBI_00700","MOFHFCGN_00638","","PIPEENFB_01232",""
"ybhI","","Inner membrane protein YbhI","4","4","1","14","47","16","2","","1520","1532","1526","FAGDNHIP_02393","","","","LKFOIOBI_01524","MOFHFCGN_02489","","","EPECHOLL_02050"
"dapE_2","","putative succinyl-diaminopimelate desuccinylase","4","4","1","14","57","16","19","","254","1070","662","FAGDNHIP_02394","","","","LKFOIOBI_01525","MOFHFCGN_02492","","","EPECHOLL_02049"
"group_372","","putative oxidoreductase","4","4","1","14","4060","2","121","","236","746","618","FAGDNHIP_02661","","HGOKLDLI_02969","","LKFOIOBI_02546","","","","EPECHOLL_01781"
"group_379","","hypothetical protein","4","4","1","14","2634","1","139","","284","284","284","","BGMKIKPO_00368","HGOKLDLI_01560","","","MOFHFCGN_01423","","","EPECHOLL_01468"
"group_384","","hypothetical protein","4","4","1","14","640","571","5","","1346","1346","1346","","","HGOKLDLI_02181","","","MOFHFCGN_02070","IFGBOHMA_00141","PIPEENFB_02058",""
"bin3_2","","Putative transposon Tn552 DNA-invertase bin3","4","4","1","14","4352","2","17","","284","284","284","","","HGOKLDLI_02899","IGOCDMGC_01257","","MOFHFCGN_02825","IFGBOHMA_02622","",""
"sdrD","","Serine-aspartate repeat-containing protein D","4","4","1","14","831","22","10","","389","2948","2308","","BGMKIKPO_02643","","IGOCDMGC_02275","","MOFHFCGN_02427","","PIPEENFB_02347",""
"group_398","","hypothetical protein","4","4","1","14","4414","1","568","","383","2816","1013","","BGMKIKPO_02723","HGOKLDLI_02664","","","","IFGBOHMA_02476","PIPEENFB_02732",""
"group_406","","putative 27.7 kDa protein","4","4","1","14","1645","2","181","","479","485","483","","","","IGOCDMGC_00498","LKFOIOBI_01845","","IFGBOHMA_02467","PIPEENFB_01253",""
"group_54","","hypothetical protein","4","4","1","14","3665","622","1","","203","203","203","","","HGOKLDLI_00311","IGOCDMGC_00221","","","IFGBOHMA_01286","PIPEENFB_00358",""
"lgrD","","Linear gramicidin synthase subunit D","4","4","1","14","1488","47","1","","281","4334","1867","","","HGOKLDLI_02090","IGOCDMGC_00001","","MOFHFCGN_01621","","PIPEENFB_02531",""
"group_880","","hypothetical protein","4","4","1","14","78","48","3","","1382","1382","1382","FAGDNHIP_01358","","","","LKFOIOBI_00058","MOFHFCGN_02440","","","EPECHOLL_02108"
"gntT_2","","High-affinity gluconate transporter","4","4","1","14","79","48","2","","1361","1361","1361","FAGDNHIP_01359","","","","LKFOIOBI_00059","MOFHFCGN_02439","","","EPECHOLL_02109"
"group_90","","hypothetical protein","4","4","1","14","1295","2","299","","188","188","188","","","HGOKLDLI_02777","IGOCDMGC_02794","","","IFGBOHMA_02692","PIPEENFB_02761",""
"group_94","","hypothetical protein","4","4","1","14","4422","1","595","","278","1601","939","","BGMKIKPO_02931","HGOKLDLI_02629","","","","IFGBOHMA_02716","PIPEENFB_02737",""
"repE_2","","hypothetical protein","3","3","1","14","1648","2","163","","866","872","870","","","HGOKLDLI_02817","","","MOFHFCGN_02306","IFGBOHMA_02465","",""
"group_1136","","hypothetical protein","3","3","1","14","1178","1","698","","1088","1088","1088","FAGDNHIP_02242","BGMKIKPO_02523","","","","","","PIPEENFB_01172",""
"group_115","","hypothetical protein","3","3","1","14","121","111","1","","233","1172","859","FAGDNHIP_00139","","","","","","IFGBOHMA_00232","","EPECHOLL_00230"
"ydaF_3","","Putative ribosomal N-acetyltransferase YdaF","3","3","1","14","4073","2","406","","548","548","548","FAGDNHIP_02389","","","IGOCDMGC_01208","","","","","EPECHOLL_01777"
"group_1171","","hypothetical protein","3","3","1","14","4072","2","386","","530","935","800","FAGDNHIP_02390","","","","LKFOIOBI_02738","","","","EPECHOLL_02842"
