"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Brevi_341_13.fa","Brevi_738_8.fa","Brevi_862_7.fa","Brevi_876_7.fa","Brevi_900_6.fa","Brevi_908_7.fa","Brevi_947_7.fa","Brevi_962_8.fa","Brevi_JB5.fa"
"kipA","","KipI antagonist","7","7","1","56","3325","110","2","","1646","1646","1646","","MCCDGJGB_00997","GGCDANDK_03650","IHGJPHMH_02396","","EBMLHIBA_01553","IOFEINNK_00606","AGDBFNGI_02869","ADMANBBD_00167"
"aruI_2","","putative 2-ketoarginine decarboxylase AruI","7","7","1","56","3395","346","1","","1682","1688","1687","","MCCDGJGB_01059","GGCDANDK_03378","IHGJPHMH_02451","","EBMLHIBA_01606","IOFEINNK_00552","AGDBFNGI_02605","ADMANBBD_00112"
"group_2779","","hypothetical protein","7","7","1","56","3429","350","1","","941","941","941","","MCCDGJGB_01186","GGCDANDK_03032","IHGJPHMH_03442","LDOPIMGM_01721","EBMLHIBA_01644","","AGDBFNGI_00143","ADMANBBD_00074"
"group_2780","","hypothetical protein","7","7","1","56","3505","38","2","","335","335","335","","MCCDGJGB_01198","","IHGJPHMH_02477","LDOPIMGM_01733","EBMLHIBA_01632","IOFEINNK_00526","AGDBFNGI_00155","ADMANBBD_00086"
"group_2821","","hypothetical protein","7","7","1","56","1832","5","48","","812","812","812","","MCCDGJGB_01281","GGCDANDK_00811","IHGJPHMH_03212","LDOPIMGM_00835","EBMLHIBA_03153","","AGDBFNGI_01864","ADMANBBD_02643"
"group_2822","acsA_4","Acetyl-coenzyme A synthetase","7","7","1","56","1827","5","50","","1949","1949","1949","","MCCDGJGB_01283","GGCDANDK_00809","IHGJPHMH_03210","LDOPIMGM_00837","EBMLHIBA_03155","","AGDBFNGI_01862","ADMANBBD_02645"
"group_2823","","putative protein","7","7","1","56","1826","5","51","","521","521","521","","MCCDGJGB_01284","GGCDANDK_00808","IHGJPHMH_03209","LDOPIMGM_00838","EBMLHIBA_03156","","AGDBFNGI_01861","ADMANBBD_02646"
"tipA_1","","HTH-type transcriptional activator TipA","7","7","1","56","1824","5","53","","1055","1055","1055","","MCCDGJGB_01286","GGCDANDK_00805","IHGJPHMH_03207","LDOPIMGM_00840","EBMLHIBA_03158","","AGDBFNGI_01859","ADMANBBD_02648"
"group_2825","","hypothetical protein","7","7","1","56","1823","5","54","","692","692","692","","MCCDGJGB_01287","GGCDANDK_00804","IHGJPHMH_03206","LDOPIMGM_00841","EBMLHIBA_03159","","AGDBFNGI_01858","ADMANBBD_02649"
"group_2827","","hypothetical protein","7","7","1","56","1821","5","28","","227","227","227","","MCCDGJGB_01289","GGCDANDK_00802","IHGJPHMH_03204","LDOPIMGM_00174","EBMLHIBA_03161","","AGDBFNGI_01856","ADMANBBD_02651"
"group_2828","","hypothetical protein","7","7","1","56","1817","5","17","","974","974","974","","MCCDGJGB_01292","GGCDANDK_00799","IHGJPHMH_03201","LDOPIMGM_00177","EBMLHIBA_03164","","AGDBFNGI_01853","ADMANBBD_02654"
"bauB","","Beta-alanine degradation protein BauB","7","7","1","56","1814","5","14","","296","296","296","","MCCDGJGB_01295","GGCDANDK_00796","IHGJPHMH_03198","LDOPIMGM_00180","EBMLHIBA_03167","","AGDBFNGI_01850","ADMANBBD_02657"
"abo","","4-methylaminobutanoate oxidase (formaldehyde-forming)","7","7","1","56","5529","138","1","","1154","1154","1154","AGEJDLBK_00388","","GGCDANDK_01965","IHGJPHMH_00919","LDOPIMGM_01274","EBMLHIBA_00881","","AGDBFNGI_03087","ADMANBBD_02829"
"group_2831","","hypothetical protein","7","7","1","56","1801","305","3","","242","242","242","","MCCDGJGB_01306","GGCDANDK_00785","IHGJPHMH_03187","","EBMLHIBA_03178","IOFEINNK_01029","AGDBFNGI_01839","ADMANBBD_02668"
"efeN_1","","putative deferrochelatase/peroxidase EfeN","7","7","1","56","1692","14","9","","1346","1346","1346","","MCCDGJGB_01314","","IHGJPHMH_03179","LDOPIMGM_00199","EBMLHIBA_03186","IOFEINNK_01037","AGDBFNGI_01831","ADMANBBD_02676"
"pdhC_1","","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","7","7","1","56","5220","82","5","","1520","1532","1526","","MCCDGJGB_01610","GGCDANDK_02154","IHGJPHMH_02532","LDOPIMGM_00997","EBMLHIBA_02727","IOFEINNK_00151","","ADMANBBD_02473"
"group_295","","NADH oxidase","7","7","1","56","2614","29","11","","1010","1967","1830","AGEJDLBK_00502","","GGCDANDK_00427","IHGJPHMH_02200","LDOPIMGM_02006","","IOFEINNK_03020","AGDBFNGI_01643","ADMANBBD_00761"
"catC","","Muconolactone Delta-isomerase","7","7","1","56","4936","388","1","","299","299","299","","MCCDGJGB_02200","GGCDANDK_02853","IHGJPHMH_00595","LDOPIMGM_01568","EBMLHIBA_00391","IOFEINNK_02241","","ADMANBBD_01373"
"plsC_1","","hypothetical protein","7","7","1","56","5678","271","1","","788","788","788","AGEJDLBK_00592","MCCDGJGB_00890","","IHGJPHMH_02289","","EBMLHIBA_00679","IOFEINNK_00703","AGDBFNGI_01736","ADMANBBD_00673"
"yihR","","putative protein YihR","7","7","1","56","5664","34","7","","956","956","956","AGEJDLBK_00602","MCCDGJGB_00900","GGCDANDK_00528","IHGJPHMH_02300","LDOPIMGM_02113","","","AGDBFNGI_01746","ADMANBBD_00663"
"ydjA","","Putative NAD(P)H nitroreductase YdjA","7","7","1","56","5493","353","1","","818","818","818","","MCCDGJGB_02471","GGCDANDK_01931","IHGJPHMH_00885","LDOPIMGM_01308","EBMLHIBA_00915","IOFEINNK_01979","","ADMANBBD_02863"
"brpA_2","","Biofilm regulatory protein A","7","7","1","56","6094","74","8","","1529","1529","1529","","MCCDGJGB_02676","GGCDANDK_02709","IHGJPHMH_02948","LDOPIMGM_02808","EBMLHIBA_01154","IOFEINNK_01704","","ADMANBBD_01509"
"purE","","N5-carboxyaminoimidazole ribonucleotide mutase","7","7","1","56","6092","299","1","","554","554","554","","MCCDGJGB_02678","GGCDANDK_02707","IHGJPHMH_02946","LDOPIMGM_02806","EBMLHIBA_01152","IOFEINNK_01706","","ADMANBBD_01511"
"purK","","N5-carboxyaminoimidazole ribonucleotide synthase","7","7","1","56","6091","299","3","","1232","1232","1232","","MCCDGJGB_02679","GGCDANDK_02706","IHGJPHMH_02945","LDOPIMGM_02805","EBMLHIBA_01151","IOFEINNK_01707","","ADMANBBD_01512"
"gltC_2","","HTH-type transcriptional regulator GltC","7","7","1","56","6543","292","3","","899","899","899","","MCCDGJGB_03216","GGCDANDK_03555","IHGJPHMH_00490","LDOPIMGM_00046","EBMLHIBA_03509","IOFEINNK_02622","AGDBFNGI_01086",""
"group_3217","","hypothetical protein","7","7","1","56","4168","1","72","","350","350","350","","MCCDGJGB_03274","GGCDANDK_01874","IHGJPHMH_00549","","EBMLHIBA_01913","IOFEINNK_02568","AGDBFNGI_01142","ADMANBBD_02353"
"group_325","","hypothetical protein","7","7","1","56","6017","1","840","","569","629","620","AGEJDLBK_01241","MCCDGJGB_02736","GGCDANDK_02652","IHGJPHMH_02888","","EBMLHIBA_01095","","AGDBFNGI_00500","ADMANBBD_03712"
"group_326","","hypothetical protein","7","7","1","56","6015","1","843","","326","431","376","AGEJDLBK_01243","MCCDGJGB_02738","GGCDANDK_02650","IHGJPHMH_02886","","EBMLHIBA_01093","","AGDBFNGI_00502","ADMANBBD_03714"
"group_327","","hypothetical protein","7","7","1","56","6005","1","860","","788","794","789","AGEJDLBK_01250","MCCDGJGB_02745","GGCDANDK_02642","IHGJPHMH_02879","","EBMLHIBA_01085","","AGDBFNGI_00509","ADMANBBD_02063"
"group_339","","hypothetical protein","7","7","1","56","2448","1","661","","512","512","512","AGEJDLBK_01442","MCCDGJGB_01083","","IHGJPHMH_01857","LDOPIMGM_03472","EBMLHIBA_02492","","AGDBFNGI_02955","ADMANBBD_01947"
"group_340","","Undecaprenyl-phosphate mannosyltransferase","7","7","1","56","2453","1","667","","1043","1067","1062","AGEJDLBK_01444","","","IHGJPHMH_01859","LDOPIMGM_03474","EBMLHIBA_02494","IOFEINNK_03654","AGDBFNGI_02957","ADMANBBD_01945"
"metN","","Methionine import ATP-binding protein MetN","7","7","1","56","2454","1","668","","995","995","995","AGEJDLBK_01445","","","IHGJPHMH_01860","LDOPIMGM_03475","EBMLHIBA_02495","IOFEINNK_03651","AGDBFNGI_02958","ADMANBBD_01944"
"fdhD","","Sulfur carrier protein FdhD","7","7","1","56","2692","1","446","","887","887","887","AGEJDLBK_01534","","","IHGJPHMH_01952","LDOPIMGM_00368","EBMLHIBA_02017","IOFEINNK_03349","AGDBFNGI_02511","ADMANBBD_03759"
"group_358","","hypothetical protein","7","7","1","56","2106","1","519","","1535","1535","1535","AGEJDLBK_01586","","","IHGJPHMH_01931","LDOPIMGM_00345","EBMLHIBA_01996","IOFEINNK_03326","AGDBFNGI_02531","ADMANBBD_01982"
"crtB","","All-trans-phytoene synthase","7","7","1","56","2109","1","520","","887","887","887","AGEJDLBK_01587","","","IHGJPHMH_01930","LDOPIMGM_00344","EBMLHIBA_01995","IOFEINNK_03325","AGDBFNGI_02532","ADMANBBD_01983"
"group_3598","","putative protein","7","7","1","56","4731","1","1085","","1181","1181","1181","","","GGCDANDK_01721","IHGJPHMH_00327","LDOPIMGM_00856","EBMLHIBA_02602","IOFEINNK_00050","AGDBFNGI_00915","ADMANBBD_01159"
"group_360","","hypothetical protein","7","7","1","56","2116","1","530","","323","323","323","AGEJDLBK_01594","","","IHGJPHMH_01923","LDOPIMGM_00337","EBMLHIBA_01988","IOFEINNK_03318","AGDBFNGI_02539","ADMANBBD_01990"
"hutI_1","","Imidazolonepropionase","7","7","1","56","6670","48","2","","1286","1286","1286","AGEJDLBK_01901","MCCDGJGB_03136","","","LDOPIMGM_00118","EBMLHIBA_03579","IOFEINNK_02701","AGDBFNGI_01008","ADMANBBD_00384"
"group_385","","hypothetical protein","7","7","1","56","6710","58","5","","608","650","614","AGEJDLBK_01928","","","IHGJPHMH_00396","LDOPIMGM_00145","EBMLHIBA_01731","IOFEINNK_03752","AGDBFNGI_00981","ADMANBBD_00357"
"group_393","","hypothetical protein","7","7","1","56","3523","10","38","","422","449","445","AGEJDLBK_02000","","GGCDANDK_03053","IHGJPHMH_02465","LDOPIMGM_01745","EBMLHIBA_01620","IOFEINNK_00538","","ADMANBBD_00098"
"group_4","","hypothetical protein","7","7","1","56","3600","1","139","","332","860","725","AGEJDLBK_02690","MCCDGJGB_00492","GGCDANDK_00885","IHGJPHMH_00185","","EBMLHIBA_03082","IOFEINNK_00924","AGDBFNGI_03440",""
"group_404","","hypothetical protein","7","7","1","56","2830","152","2","","254","299","260","AGEJDLBK_02346","MCCDGJGB_01853","","IHGJPHMH_02060","LDOPIMGM_00507","EBMLHIBA_00270","IOFEINNK_00778","AGDBFNGI_02395",""
"group_406","prtS","Protease PrtS","7","7","1","56","2844","250","1","","1124","1124","1124","AGEJDLBK_02360","MCCDGJGB_01839","GGCDANDK_00990","","","EBMLHIBA_00256","IOFEINNK_00792","AGDBFNGI_02381","ADMANBBD_01626"
"uvrA_3","","UvrABC system protein A","7","7","1","56","3347","71","8","","2504","2543","2515","AGEJDLBK_02050","MCCDGJGB_01023","","IHGJPHMH_02413","","EBMLHIBA_01570","IOFEINNK_00589","AGDBFNGI_02886","ADMANBBD_00150"
"group_429","","hypothetical protein","7","7","1","56","1703","1","1315","","266","278","273","AGEJDLBK_02516","MCCDGJGB_01378","GGCDANDK_00713","IHGJPHMH_03113","LDOPIMGM_00267","EBMLHIBA_03250","IOFEINNK_01101","",""
"group_446","","HTH-type transcriptional regulator","7","7","1","56","1901","37","4","","308","350","338","AGEJDLBK_02665","MCCDGJGB_00516","GGCDANDK_00863","IHGJPHMH_00206","","EBMLHIBA_03105","IOFEINNK_00947","AGDBFNGI_01916",""
"group_452","","hypothetical protein","7","7","1","56","3181","47","9","","848","848","848","AGEJDLBK_02711","","GGCDANDK_02436","IHGJPHMH_00165","LDOPIMGM_00756","EBMLHIBA_00022","IOFEINNK_03503","AGDBFNGI_02026",""
"group_4559","","hypothetical protein","7","7","1","56","1874","287","8","","494","500","495","","MCCDGJGB_00529","GGCDANDK_00850","IHGJPHMH_03251","LDOPIMGM_00796","","IOFEINNK_00960","AGDBFNGI_01903","ADMANBBD_02604"
"dmg_1","","Dimethylglycine oxidase","7","7","1","56","4820","1","1139","","2549","2576","2556","","MCCDGJGB_00674","GGCDANDK_02936","IHGJPHMH_00255","LDOPIMGM_00928","EBMLHIBA_03370","","AGDBFNGI_00853","ADMANBBD_01099"
"group_483","","hypothetical protein","7","7","1","56","1484","133","2","","470","488","477","AGEJDLBK_03049","MCCDGJGB_02300","","IHGJPHMH_00702","","EBMLHIBA_00498","IOFEINNK_02143","AGDBFNGI_03287","ADMANBBD_01283"
"mhpD","","2-keto-4-pentenoate hydratase","7","7","1","56","4535","7","68","","188","818","720","AGEJDLBK_02455","MCCDGJGB_03083","GGCDANDK_03085","","","EBMLHIBA_03277","IOFEINNK_02806","AGDBFNGI_03352","ADMANBBD_02388"
"gsiC_3","","Glutathione transport system permease protein GsiC","7","7","1","56","2511","1","726","","953","953","953","AGEJDLBK_03548","","","IHGJPHMH_01888","LDOPIMGM_03506","EBMLHIBA_02523","IOFEINNK_03623","AGDBFNGI_02570","ADMANBBD_00060"
"gsiA_1","","Glutathione import ATP-binding protein GsiA","7","7","1","56","3619","92","1","","1823","1835","1831","AGEJDLBK_02677","MCCDGJGB_00506","GGCDANDK_00872","IHGJPHMH_00197","LDOPIMGM_00780","EBMLHIBA_03096","IOFEINNK_00938","",""
"oppA","","Oligopeptide-binding protein OppA","7","7","1","56","3623","1","384","","131","1646","1292","AGEJDLBK_02671","MCCDGJGB_00510","GGCDANDK_00869","IHGJPHMH_00200","","EBMLHIBA_03099","IOFEINNK_00941","","ADMANBBD_02568"
"dadA","","D-amino acid dehydrogenase","7","7","1","56","4781","1","1015","","1133","1133","1133","","MCCDGJGB_00624","GGCDANDK_01746","IHGJPHMH_00302","LDOPIMGM_00883","EBMLHIBA_02574","","AGDBFNGI_00889","ADMANBBD_01134"
"yiaO","","2,3-diketo-L-gulonate-binding periplasmic protein YiaO","7","7","1","56","4815","1","1135","","1037","1052","1049","","MCCDGJGB_00670","GGCDANDK_02940","IHGJPHMH_00259","LDOPIMGM_00924","EBMLHIBA_03366","","AGDBFNGI_00857","ADMANBBD_01103"
"yyaP_2","","putative protein YyaP","7","7","1","56","4826","1","1145","","548","548","548","","MCCDGJGB_00680","GGCDANDK_02091","IHGJPHMH_00248","LDOPIMGM_00934","EBMLHIBA_03376","","AGDBFNGI_00847","ADMANBBD_01093"
"group_560","","hypothetical protein","7","7","1","56","3393","373","1","","1481","1529","1494","","MCCDGJGB_01057","GGCDANDK_03376","IHGJPHMH_02449","","EBMLHIBA_01604","IOFEINNK_00554","AGDBFNGI_02607","ADMANBBD_00114"
"oppD_1","","Oligopeptide transport ATP-binding protein OppD","7","7","1","56","1043","3","31","","791","794","791","AGEJDLBK_01314","","","IHGJPHMH_01779","LDOPIMGM_01802","EBMLHIBA_02958","IOFEINNK_00439","AGDBFNGI_00583","ADMANBBD_03505"
"group_572","rfnT_2","Riboflavin transporter RfnT","7","7","1","56","2740","81","3","","1316","1334","1328","","MCCDGJGB_01940","GGCDANDK_00321","IHGJPHMH_01979","LDOPIMGM_00410","","IOFEINNK_03376","AGDBFNGI_02484","ADMANBBD_03786"
"group_575","","hypothetical protein","7","7","1","56","5052","1","1404","","1055","1055","1055","","MCCDGJGB_02254","","IHGJPHMH_00654","LDOPIMGM_01514","EBMLHIBA_00454","IOFEINNK_02187","AGDBFNGI_02690","ADMANBBD_01330"
"nadK","","NAD kinase","7","7","1","56","6307","382","1","","1016","1037","1031","","MCCDGJGB_02960","","IHGJPHMH_03770","LDOPIMGM_02261","EBMLHIBA_01322","IOFEINNK_03206","AGDBFNGI_00251","ADMANBBD_02295"
"gcvT_2","","Aminomethyltransferase","7","7","1","56","6533","349","1","","1283","1283","1283","","MCCDGJGB_03220","GGCDANDK_03559","IHGJPHMH_00494","LDOPIMGM_00042","EBMLHIBA_03505","IOFEINNK_02618","AGDBFNGI_01090",""
"group_602","","Insertion sequence IS5376 putative ATP-binding protein","7","7","1","56","1401","139","3","","230","806","705","AGEJDLBK_03557","MCCDGJGB_03697","GGCDANDK_03247","","LDOPIMGM_03617","","IOFEINNK_03602","AGDBFNGI_03750","ADMANBBD_03723"
"group_606","","hypothetical protein","7","7","1","56","3099","297","4","","1355","2207","2066","","MCCDGJGB_01657","GGCDANDK_03270","IHGJPHMH_00109","LDOPIMGM_00698","EBMLHIBA_00076","IOFEINNK_01531","","ADMANBBD_01802"
"prmB","","50S ribosomal protein L3 glutamine methyltransferase","7","7","1","56","6090","299","2","","1271","1319","1296","","MCCDGJGB_02680","GGCDANDK_02705","IHGJPHMH_02944","LDOPIMGM_02804","EBMLHIBA_01150","IOFEINNK_01708","","ADMANBBD_01513"
"gdhB","","Quinoprotein glucose dehydrogenase B","7","7","1","56","3838","77","2","","965","1226","1188","AGEJDLBK_00166","MCCDGJGB_02071","GGCDANDK_02550","IHGJPHMH_01200","","EBMLHIBA_01445","IOFEINNK_01814","","ADMANBBD_02173"
"group_67","","hypothetical protein","7","7","1","56","4810","1","1130","","284","974","864","","MCCDGJGB_00665","GGCDANDK_02945","IHGJPHMH_00264","LDOPIMGM_00919","EBMLHIBA_03361","","AGDBFNGI_00862","ADMANBBD_01108"
"ykoC","","Putative HMP/thiamine permease protein YkoC","7","7","1","56","5535","50","2","","881","881","881","AGEJDLBK_00383","","GGCDANDK_01971","IHGJPHMH_00924","LDOPIMGM_01269","EBMLHIBA_00876","","AGDBFNGI_03082","ADMANBBD_02824"
"cmpR_1","","HTH-type transcriptional activator CmpR","7","7","1","56","5530","138","2","","890","1001","985","AGEJDLBK_00387","","GGCDANDK_01966","IHGJPHMH_00920","LDOPIMGM_01273","EBMLHIBA_00880","","AGDBFNGI_03086","ADMANBBD_02828"
"group_685","","hypothetical protein","7","7","1","56","5475","40","7","","107","107","107","AGEJDLBK_00439","MCCDGJGB_02454","GGCDANDK_01914","","LDOPIMGM_01325","EBMLHIBA_00932","","AGDBFNGI_03138","ADMANBBD_02880"
"citT_1","","Transcriptional regulatory protein CitT","7","7","1","56","2635","1","434","","656","656","656","AGEJDLBK_00490","MCCDGJGB_00788","","IHGJPHMH_02188","LDOPIMGM_01995","EBMLHIBA_00578","IOFEINNK_03008","AGDBFNGI_01632",""
"group_712","","hypothetical protein","7","7","1","56","5665","34","5","","806","815","812","AGEJDLBK_00603","MCCDGJGB_00901","GGCDANDK_00529","IHGJPHMH_02301","LDOPIMGM_02114","","","AGDBFNGI_01747","ADMANBBD_00662"
"group_717","","hypothetical protein","7","7","1","56","181","235","1","","227","227","227","AGEJDLBK_00626","MCCDGJGB_03300","GGCDANDK_01546","IHGJPHMH_01005","LDOPIMGM_03221","","IOFEINNK_03142","AGDBFNGI_02233",""
"group_728","","hypothetical protein","7","7","1","56","212","201","1","","731","749","746","AGEJDLBK_00657","","GGCDANDK_01515","IHGJPHMH_01036","","EBMLHIBA_02359","IOFEINNK_03111","AGDBFNGI_02264","ADMANBBD_03394"
"pheT","","Phenylalanine--tRNA ligase beta subunit","7","7","1","56","5129","1","1338","","2573","2585","2580","AGEJDLBK_00446","","GGCDANDK_00370","IHGJPHMH_02150","","EBMLHIBA_00534","IOFEINNK_02519","AGDBFNGI_01590","ADMANBBD_00820"
"fepC_1","","Ferric enterobactin transport ATP-binding protein FepC","7","7","1","56","6356","11","14","","905","905","905","AGEJDLBK_01029","MCCDGJGB_02934","","IHGJPHMH_03312","LDOPIMGM_02951","EBMLHIBA_01295","IOFEINNK_03233","AGDBFNGI_00286",""
"dctA","","C4-dicarboxylate transport protein","7","7","1","56","981","16","22","","1343","1364","1350","AGEJDLBK_01281","","","IHGJPHMH_02841","LDOPIMGM_00289","EBMLHIBA_02998","IOFEINNK_00472","AGDBFNGI_00545","ADMANBBD_03543"
"group_81","","hypothetical protein","7","7","1","56","1000","28","10","","185","224","193","AGEJDLBK_01292","","","IHGJPHMH_01801","LDOPIMGM_01775","EBMLHIBA_02987","IOFEINNK_00461","AGDBFNGI_00556","ADMANBBD_03532"
"clsA_3","","Major cardiolipin synthase ClsA","7","7","1","56","6019","1","838","","1256","1256","1256","AGEJDLBK_01239","MCCDGJGB_02734","GGCDANDK_02654","IHGJPHMH_02890","","EBMLHIBA_01097","","AGDBFNGI_00498","ADMANBBD_03710"
"group_818","","hypothetical protein","7","7","1","56","6016","1","841","","461","461","461","AGEJDLBK_01242","MCCDGJGB_02737","GGCDANDK_02651","IHGJPHMH_02887","","EBMLHIBA_01094","","AGDBFNGI_00501","ADMANBBD_03713"
"group_819","","hypothetical protein","7","7","1","56","6013","1","846","","143","359","173","AGEJDLBK_01244","MCCDGJGB_02739","GGCDANDK_02648","IHGJPHMH_02885","","EBMLHIBA_01091","","AGDBFNGI_00503","ADMANBBD_03716"
"group_822","","Long-chain-fatty-acid--CoA ligase FadD13","7","7","1","56","959","12","8","","1613","1613","1613","AGEJDLBK_01263","MCCDGJGB_02754","GGCDANDK_01051","IHGJPHMH_02863","","EBMLHIBA_03016","","AGDBFNGI_00527","ADMANBBD_03561"
"dmdD","","Methylthioacryloyl-CoA hydratase","7","7","1","56","960","12","12","","824","824","824","AGEJDLBK_01264","MCCDGJGB_02755","GGCDANDK_01052","IHGJPHMH_02862","","EBMLHIBA_03015","","AGDBFNGI_00528","ADMANBBD_03560"
"group_824","","hypothetical protein","7","7","1","56","964","12","49","","884","884","884","AGEJDLBK_01267","","GGCDANDK_01055","IHGJPHMH_02859","LDOPIMGM_00275","EBMLHIBA_03012","","AGDBFNGI_00531","ADMANBBD_03557"
"cuyA","","L-cysteate sulfo-lyase","7","7","1","56","983","16","13","","1025","1124","1039","AGEJDLBK_01283","","","IHGJPHMH_02839","LDOPIMGM_00291","EBMLHIBA_02996","IOFEINNK_00470","AGDBFNGI_00547","ADMANBBD_03541"
"group_830","","hypothetical protein","7","7","1","56","996","28","4","","230","245","238","AGEJDLBK_01288","","","IHGJPHMH_01805","LDOPIMGM_01771","EBMLHIBA_02991","IOFEINNK_00465","AGDBFNGI_00552","ADMANBBD_03536"
"denK","","D-erythronate kinase","7","7","1","56","1002","28","8","","1325","1328","1327","AGEJDLBK_01294","","","IHGJPHMH_01799","LDOPIMGM_01777","EBMLHIBA_02985","IOFEINNK_00459","AGDBFNGI_00558","ADMANBBD_03530"
"glpR","","Glycerol-3-phosphate regulon repressor","7","7","1","56","1017","3","38","","731","731","731","AGEJDLBK_01296","","","IHGJPHMH_01797","LDOPIMGM_01779","EBMLHIBA_02983","IOFEINNK_00457","AGDBFNGI_00560","ADMANBBD_03528"
"group_834","","2-haloacrylate reductase","7","7","1","56","1018","3","39","","932","974","950","AGEJDLBK_01297","","","IHGJPHMH_01796","LDOPIMGM_01780","EBMLHIBA_02982","IOFEINNK_00456","AGDBFNGI_00561","ADMANBBD_03527"
"dctM_5","","hypothetical protein","7","7","1","56","1022","3","42","","833","1949","992","AGEJDLBK_01300","","","IHGJPHMH_01793","LDOPIMGM_01783","EBMLHIBA_02977","IOFEINNK_00453","AGDBFNGI_00564","ADMANBBD_03524"
"group_836","","putative protein","7","7","1","56","1029","3","49","","2612","2612","2612","AGEJDLBK_01307","","","IHGJPHMH_01786","LDOPIMGM_01790","EBMLHIBA_02970","IOFEINNK_00446","AGDBFNGI_00571","ADMANBBD_03517"
