"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","com_341.fna","com_738.fna","com_862.fna","com_876.fna","com_900.fna","com_908.fna","com_947.fna","com_962.fna","com_JB.fna"
"group_5799","paiA_1","Spermidine/spermine N(1)-acetyltransferase","8","8","1","2","1710","738","1","","518","518","518","GOJPHPBD_07668","DEIPBNHI_08663","LBLIGOHA_08219","IIFCLKFN_08722","BOFCGCOL_07782","KJABKPCK_07758","KLLDKJAP_07778","HHDJLLAI_08870",""
"tarF","","Teichoic acid glycerol-phosphate transferase","8","8","1","2","1708","545","1","","1691","1691","1691","GOJPHPBD_07670","DEIPBNHI_08661","LBLIGOHA_08221","IIFCLKFN_08720","BOFCGCOL_07784","KJABKPCK_07756","KLLDKJAP_07780","HHDJLLAI_08868",""
"group_5801","","hypothetical protein","8","8","1","2","1690","175","1","","401","401","401","GOJPHPBD_07687","DEIPBNHI_08643","LBLIGOHA_08238","IIFCLKFN_08703","BOFCGCOL_07801","KJABKPCK_07739","KLLDKJAP_09307","HHDJLLAI_08851",""
"lcdH_7","","L-carnitine dehydrogenase","8","8","1","2","1689","175","2","","467","467","467","GOJPHPBD_07688","DEIPBNHI_08642","LBLIGOHA_08239","IIFCLKFN_08702","BOFCGCOL_07802","KJABKPCK_07738","KLLDKJAP_09306","HHDJLLAI_08850",""
"corA_3","","Cobalt/magnesium transport protein CorA","8","8","1","2","1688","175","3","","947","947","947","GOJPHPBD_07689","DEIPBNHI_08641","LBLIGOHA_08240","IIFCLKFN_08701","BOFCGCOL_07803","KJABKPCK_07737","KLLDKJAP_09305","HHDJLLAI_08849",""
"gltS","","Sodium/glutamate symporter","8","8","1","2","1685","513","1","","1208","1208","1208","GOJPHPBD_07691","DEIPBNHI_08639","LBLIGOHA_08242","IIFCLKFN_08699","BOFCGCOL_07805","KJABKPCK_07735","KLLDKJAP_09303","HHDJLLAI_08847",""
"group_5805","","Putative 3-methyladenine DNA glycosylase","8","8","1","2","1683","242","1","","608","608","608","GOJPHPBD_07693","DEIPBNHI_08637","LBLIGOHA_08244","IIFCLKFN_08697","BOFCGCOL_07807","KJABKPCK_07733","KLLDKJAP_09301","HHDJLLAI_08845",""
"yhaI","","Inner membrane protein YhaI","8","8","1","2","1682","242","2","","638","638","638","GOJPHPBD_07694","DEIPBNHI_08636","LBLIGOHA_08245","IIFCLKFN_08696","BOFCGCOL_07808","KJABKPCK_07732","KLLDKJAP_09300","HHDJLLAI_08844",""
"yifK","","putative transport protein YifK","8","8","1","2","1654","257","1","","1388","1388","1388","GOJPHPBD_07720","DEIPBNHI_08610","LBLIGOHA_08271","IIFCLKFN_08670","BOFCGCOL_07834","KJABKPCK_07706","KLLDKJAP_09274","HHDJLLAI_08818",""
"atl_3","","Bifunctional autolysin","8","8","1","2","1641","694","1","","776","776","776","GOJPHPBD_07733","DEIPBNHI_08597","LBLIGOHA_08284","IIFCLKFN_09374","BOFCGCOL_07847","KJABKPCK_07693","KLLDKJAP_09261","HHDJLLAI_08805",""
"group_5809","","hypothetical protein","8","8","1","2","1632","296","2","","497","497","497","GOJPHPBD_07742","DEIPBNHI_08588","LBLIGOHA_08293","IIFCLKFN_09383","BOFCGCOL_07856","KJABKPCK_07684","KLLDKJAP_09739","HHDJLLAI_08796",""
"group_581","","hypothetical protein","8","8","1","1","1880","301","3","","1931","1997","1973","GOJPHPBD_03351","DEIPBNHI_00983","LBLIGOHA_01732","IIFCLKFN_02938","BOFCGCOL_00514","KJABKPCK_02307","","HHDJLLAI_00070","IFEKPJDH_03195"
"ssaA","","Staphylococcal secretory antigen SsaA","8","8","1","2","1631","296","1","","749","749","749","GOJPHPBD_07743","DEIPBNHI_08587","LBLIGOHA_08294","IIFCLKFN_09384","BOFCGCOL_07857","KJABKPCK_07683","KLLDKJAP_09740","HHDJLLAI_08795",""
"modA_3","","Molybdate-binding protein ModA","8","8","1","2","1609","725","1","","785","785","785","GOJPHPBD_07761","DEIPBNHI_09846","LBLIGOHA_08312","IIFCLKFN_09402","BOFCGCOL_07876","KJABKPCK_07664","KLLDKJAP_09758","HHDJLLAI_08776",""
"group_5812","","putative protein","8","8","1","2","2081","836","1","","725","725","725","GOJPHPBD_07775","DEIPBNHI_08027","LBLIGOHA_09765","IIFCLKFN_09808","BOFCGCOL_07462","KJABKPCK_09592","KLLDKJAP_07896","HHDJLLAI_09138",""
"group_5813","","hypothetical protein","8","8","1","2","2095","147","2","","527","527","527","GOJPHPBD_07786","DEIPBNHI_08015","LBLIGOHA_09776","IIFCLKFN_09796","BOFCGCOL_07451","KJABKPCK_09603","KLLDKJAP_07885","HHDJLLAI_09126",""
"group_5814","","hypothetical protein","8","8","1","2","2096","147","4","","512","512","512","GOJPHPBD_07787","DEIPBNHI_08014","LBLIGOHA_09777","IIFCLKFN_09795","BOFCGCOL_07450","KJABKPCK_09604","KLLDKJAP_07884","HHDJLLAI_09125",""
"group_5815","","hypothetical protein","8","8","1","2","2097","147","3","","413","413","413","GOJPHPBD_07788","DEIPBNHI_08013","LBLIGOHA_09778","IIFCLKFN_09794","BOFCGCOL_07449","KJABKPCK_09605","KLLDKJAP_07883","HHDJLLAI_09124",""
"garK_2","","Glycerate 2-kinase","8","8","1","2","2103","635","1","","1130","1130","1130","GOJPHPBD_07792","DEIPBNHI_08009","LBLIGOHA_09782","IIFCLKFN_09790","BOFCGCOL_07445","KJABKPCK_09609","KLLDKJAP_07879","HHDJLLAI_09120",""
"group_5817","","hypothetical protein","8","8","1","2","2127","273","1","","944","944","944","GOJPHPBD_07813","DEIPBNHI_07988","LBLIGOHA_09803","IIFCLKFN_09769","BOFCGCOL_07424","KJABKPCK_09630","KLLDKJAP_07858","HHDJLLAI_09099",""
"ald1","","Long-chain-aldehyde dehydrogenase","8","8","1","2","2140","120","6","","1520","1520","1520","GOJPHPBD_07821","DEIPBNHI_10192","LBLIGOHA_09812","IIFCLKFN_09603","","KJABKPCK_09640","KLLDKJAP_07849","HHDJLLAI_09090","IFEKPJDH_09561"
"group_5819","","hypothetical protein","8","8","1","4","60","469","1","","221","221","221","GOJPHPBD_07831","DEIPBNHI_09445","LBLIGOHA_10148","IIFCLKFN_10100","BOFCGCOL_10121","KJABKPCK_09827","KLLDKJAP_09881","HHDJLLAI_10257",""
"group_582","","hypothetical protein","8","8","1","1","12072","315","3","","323","1394","1209","GOJPHPBD_02637","DEIPBNHI_02698","LBLIGOHA_03050","IIFCLKFN_03379","BOFCGCOL_03573","KJABKPCK_03390","","HHDJLLAI_03314","IFEKPJDH_00051"
"murF_4","","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","8","8","1","4","55","682","1","","1355","1355","1355","GOJPHPBD_07835","DEIPBNHI_09441","LBLIGOHA_10144","IIFCLKFN_10096","BOFCGCOL_10125","KJABKPCK_09823","KLLDKJAP_09885","HHDJLLAI_10253",""
"group_5821","","hypothetical protein","8","8","1","4","53","176","1","","479","479","479","GOJPHPBD_07837","DEIPBNHI_09439","LBLIGOHA_10142","IIFCLKFN_10094","BOFCGCOL_10127","KJABKPCK_09821","KLLDKJAP_09887","HHDJLLAI_10251",""
"group_5822","","hypothetical protein","8","8","1","4","52","176","2","","1505","1505","1505","GOJPHPBD_07838","DEIPBNHI_09438","LBLIGOHA_10141","IIFCLKFN_10093","BOFCGCOL_10128","KJABKPCK_09820","KLLDKJAP_09888","HHDJLLAI_10250",""
"group_5823","","hypothetical protein","8","8","1","4","51","176","3","","536","536","536","GOJPHPBD_07839","DEIPBNHI_09437","LBLIGOHA_10140","IIFCLKFN_10092","BOFCGCOL_10129","KJABKPCK_09819","KLLDKJAP_09889","HHDJLLAI_10249",""
"group_5824","","tRNA-Leu(tag)","8","8","1","2","23","62","3","","81","81","81","GOJPHPBD_07854","DEIPBNHI_10233","LBLIGOHA_09089","IIFCLKFN_07852","BOFCGCOL_08128","KJABKPCK_10093","KLLDKJAP_10265","HHDJLLAI_09865",""
"group_5825","","hypothetical protein","8","8","1","2","45","790","1","","314","314","314","GOJPHPBD_07889","DEIPBNHI_07658","LBLIGOHA_09054","IIFCLKFN_07816","BOFCGCOL_08164","KJABKPCK_08752","KLLDKJAP_09031","HHDJLLAI_09829",""
"hemY_3","","Protoporphyrinogen oxidase","8","8","1","2","63","554","1","","1394","1394","1394","GOJPHPBD_07907","DEIPBNHI_07676","LBLIGOHA_09036","IIFCLKFN_07798","BOFCGCOL_08182","KJABKPCK_08734","KLLDKJAP_09049","HHDJLLAI_09811",""
"group_5827","","hypothetical protein","8","8","1","2","1588","730","1","","317","317","317","GOJPHPBD_07915","DEIPBNHI_09826","LBLIGOHA_08332","IIFCLKFN_10001","BOFCGCOL_07896","KJABKPCK_07644","KLLDKJAP_09778","HHDJLLAI_08756",""
"opuD_3","","Glycine betaine transporter OpuD","8","8","1","2","1516","290","2","","1610","1610","1610","GOJPHPBD_07962","DEIPBNHI_09763","LBLIGOHA_08380","IIFCLKFN_10060","BOFCGCOL_07943","KJABKPCK_07597","KLLDKJAP_09826","HHDJLLAI_08708",""
"group_5829","","Alkaline shock protein 23","8","8","1","2","1510","178","1","","506","506","506","GOJPHPBD_07965","DEIPBNHI_09760","LBLIGOHA_08383","IIFCLKFN_10063","BOFCGCOL_07946","KJABKPCK_07594","KLLDKJAP_09829","HHDJLLAI_08705",""
"iucC_4","","Aerobactin synthase","8","8","1","2","1508","178","2","","1757","1757","1757","GOJPHPBD_07967","DEIPBNHI_09758","LBLIGOHA_08385","IIFCLKFN_10065","BOFCGCOL_07948","KJABKPCK_07592","KLLDKJAP_09831","HHDJLLAI_08703",""
"yfmC_4","","Fe(3+)-citrate-binding protein YfmC","8","8","1","2","1506","155","2","","1010","1010","1010","GOJPHPBD_07970","DEIPBNHI_09756","LBLIGOHA_08387","IIFCLKFN_10067","BOFCGCOL_07951","KJABKPCK_07590","KLLDKJAP_09833","HHDJLLAI_08701",""
"yfiZ_4","","putative siderophore transport system permease protein YfiZ","8","8","1","2","1504","155","3","","1034","1034","1034","GOJPHPBD_07971","DEIPBNHI_09755","LBLIGOHA_08388","IIFCLKFN_10068","BOFCGCOL_07952","KJABKPCK_07589","KLLDKJAP_09834","HHDJLLAI_08700",""
"fecD","","Fe(3+) dicitrate transport system permease protein FecD","8","8","1","2","1503","155","4","","962","962","962","GOJPHPBD_07972","DEIPBNHI_09754","LBLIGOHA_08389","IIFCLKFN_10069","BOFCGCOL_07953","KJABKPCK_07588","KLLDKJAP_09835","HHDJLLAI_08699",""
"group_5834","","hypothetical protein","8","8","1","2","4092","305","2","","95","95","95","GOJPHPBD_07985","DEIPBNHI_10381","LBLIGOHA_08556","IIFCLKFN_08620","BOFCGCOL_08844","KJABKPCK_08260","KLLDKJAP_08107","HHDJLLAI_09723",""
"sbcC_2","","Nuclease SbcCD subunit C","8","8","1","2","4056","653","1","","3029","3029","3029","GOJPHPBD_08012","DEIPBNHI_08739","LBLIGOHA_08529","IIFCLKFN_08647","BOFCGCOL_08815","KJABKPCK_08230","KLLDKJAP_08080","HHDJLLAI_09358",""
"group_5836","","hypothetical protein","8","8","1","2","4048","699","1","","233","233","233","GOJPHPBD_08019","DEIPBNHI_08732","LBLIGOHA_08522","IIFCLKFN_08654","BOFCGCOL_08808","KJABKPCK_08223","KLLDKJAP_08073","HHDJLLAI_09351",""
"murJ_2","","Lipid II flippase MurJ","8","8","1","5","26","807","1","","1547","1547","1547","GOJPHPBD_08063","DEIPBNHI_09578","LBLIGOHA_09898","IIFCLKFN_08281","BOFCGCOL_09798","KJABKPCK_10057","KLLDKJAP_09611","HHDJLLAI_10055",""
"tilS_3","","tRNA(Ile)-lysidine synthase","8","8","1","5","43","711","1","","1310","1310","1310","GOJPHPBD_08068","DEIPBNHI_09573","LBLIGOHA_09893","IIFCLKFN_08286","BOFCGCOL_09803","KJABKPCK_10052","KLLDKJAP_09606","HHDJLLAI_10060",""
"group_5840","","tRNA-Val(tac)","8","8","1","5","34","95","1","","75","75","75","GOJPHPBD_08078","DEIPBNHI_09563","LBLIGOHA_09883","IIFCLKFN_08296","BOFCGCOL_09813","KJABKPCK_10042","KLLDKJAP_09596","HHDJLLAI_10070",""
"group_5841","","tRNA-Leu(taa)","8","8","1","5","33","95","2","","88","88","88","GOJPHPBD_08082","DEIPBNHI_09559","LBLIGOHA_09879","IIFCLKFN_08300","BOFCGCOL_09817","KJABKPCK_10038","KLLDKJAP_09592","HHDJLLAI_10074",""
"hmp_3","","Flavohemoprotein","8","8","1","2","988","326","1","","704","704","704","GOJPHPBD_08088","DEIPBNHI_07939","LBLIGOHA_09153","IIFCLKFN_09276","BOFCGCOL_09956","KJABKPCK_09916","KLLDKJAP_09457","HHDJLLAI_09929",""
"ydhK_2","","putative protein YdhK","8","8","1","2","991","575","1","","545","545","545","GOJPHPBD_08090","DEIPBNHI_07936","LBLIGOHA_09150","IIFCLKFN_09279","BOFCGCOL_09953","KJABKPCK_09918","KLLDKJAP_09454","HHDJLLAI_09926",""
"mprA_2","","Transcriptional repressor MprA","8","8","1","2","1008","241","1","","434","434","434","GOJPHPBD_08106","DEIPBNHI_07920","LBLIGOHA_09134","IIFCLKFN_09295","BOFCGCOL_09937","KJABKPCK_09934","KLLDKJAP_09438","HHDJLLAI_09910",""
"group_5845","","hypothetical protein","8","8","1","2","1010","758","1","","323","323","323","GOJPHPBD_08108","DEIPBNHI_07918","LBLIGOHA_09132","IIFCLKFN_09297","BOFCGCOL_09935","KJABKPCK_09936","KLLDKJAP_09436","HHDJLLAI_09908",""
"ubiE_4","","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","8","8","1","2","1026","387","1","","602","602","602","GOJPHPBD_08118","DEIPBNHI_07908","LBLIGOHA_09122","IIFCLKFN_09307","BOFCGCOL_07970","KJABKPCK_09946","KLLDKJAP_09426","HHDJLLAI_09898",""
"nfdA_6","","N-substituted formamide deformylase","8","8","1","2","1038","592","1","","1604","1604","1604","GOJPHPBD_08132","DEIPBNHI_07896","LBLIGOHA_09110","IIFCLKFN_09319","BOFCGCOL_07982","KJABKPCK_09958","KLLDKJAP_09571","HHDJLLAI_09886",""
"cysJ_2","","Sulfite reductase [NADPH] flavoprotein alpha-component","8","8","1","2","1047","267","2","","1805","1814","1810","GOJPHPBD_08141","DEIPBNHI_07887","LBLIGOHA_09101","IIFCLKFN_09328","BOFCGCOL_07991","KJABKPCK_09967","KLLDKJAP_09580","HHDJLLAI_09877",""
"acdA_3","","Acyl-CoA dehydrogenase","8","8","1","2","1052","579","1","","1208","1208","1208","GOJPHPBD_08145","DEIPBNHI_07883","LBLIGOHA_09097","IIFCLKFN_09332","BOFCGCOL_07995","KJABKPCK_09971","KLLDKJAP_09584","HHDJLLAI_09873",""
"group_5855","","hypothetical protein","8","8","1","2","3491","140","5","","107","107","107","GOJPHPBD_08156","DEIPBNHI_08427","LBLIGOHA_10067","IIFCLKFN_09663","BOFCGCOL_09217","KJABKPCK_09425","KLLDKJAP_09364","HHDJLLAI_08143",""
"group_5856","","hypothetical protein","8","8","1","2","3490","140","6","","851","851","851","GOJPHPBD_08157","DEIPBNHI_08428","LBLIGOHA_10066","IIFCLKFN_09664","BOFCGCOL_09216","KJABKPCK_09426","KLLDKJAP_09363","HHDJLLAI_08142",""
"group_5857","","hypothetical protein","8","8","1","2","3487","620","1","","440","440","440","GOJPHPBD_08159","DEIPBNHI_08430","LBLIGOHA_10064","IIFCLKFN_09666","BOFCGCOL_09214","KJABKPCK_09428","KLLDKJAP_09361","HHDJLLAI_08140",""
"dpiB","","hypothetical protein","8","8","1","2","3468","776","1","","1295","1295","1295","GOJPHPBD_08178","DEIPBNHI_08449","LBLIGOHA_10038","IIFCLKFN_09685","BOFCGCOL_09195","KJABKPCK_09447","KLLDKJAP_09342","HHDJLLAI_08121",""
"ccpA_15","","Catabolite control protein A","8","8","1","2","3464","712","1","","962","962","962","GOJPHPBD_08182","DEIPBNHI_08453","LBLIGOHA_10034","IIFCLKFN_09689","BOFCGCOL_09191","KJABKPCK_09451","KLLDKJAP_09338","HHDJLLAI_08117",""
"scoB_2","","putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B","8","8","1","2","428","30","28","","647","647","647","GOJPHPBD_08205","DEIPBNHI_10170","LBLIGOHA_09960","IIFCLKFN_07922","","KJABKPCK_09476","KLLDKJAP_07458","HHDJLLAI_09402","IFEKPJDH_09946"
"group_5861","","hypothetical protein","8","8","1","2","401","488","1","","569","569","569","GOJPHPBD_08226","DEIPBNHI_09676","LBLIGOHA_09938","IIFCLKFN_07881","BOFCGCOL_09904","KJABKPCK_09498","KLLDKJAP_07436","HHDJLLAI_09424",""
"trpF","","N-(5'-phosphoribosyl)anthranilate isomerase","8","8","1","2","4098","668","1","","629","629","629","GOJPHPBD_08248","DEIPBNHI_10375","LBLIGOHA_08562","IIFCLKFN_08614","BOFCGCOL_08850","KJABKPCK_08266","KLLDKJAP_08113","HHDJLLAI_09717",""
"dapA_8","","4-hydroxy-tetrahydrodipicolinate synthase","8","8","1","2","4118","823","1","","887","887","887","GOJPHPBD_08267","DEIPBNHI_10356","LBLIGOHA_08581","IIFCLKFN_07976","BOFCGCOL_08572","KJABKPCK_08285","KLLDKJAP_08132","HHDJLLAI_09698",""
"group_5864","natA_6","ABC transporter ATP-binding protein NatA","8","8","1","2","4137","122","4","","824","824","824","GOJPHPBD_08286","DEIPBNHI_10337","LBLIGOHA_08600","IIFCLKFN_07995","BOFCGCOL_08553","KJABKPCK_08304","KLLDKJAP_08151","HHDJLLAI_09679",""
"iolG_10","","Myo-inositol 2-dehydrogenase","8","8","1","2","4139","122","1","","1007","1007","1007","GOJPHPBD_08288","DEIPBNHI_10335","LBLIGOHA_08602","IIFCLKFN_07997","BOFCGCOL_08551","KJABKPCK_08306","KLLDKJAP_08153","HHDJLLAI_09677",""
"group_5866","","hypothetical protein","8","8","1","2","4154","458","1","","509","509","509","GOJPHPBD_08300","DEIPBNHI_10321","LBLIGOHA_08615","IIFCLKFN_08010","BOFCGCOL_08539","KJABKPCK_08318","KLLDKJAP_08166","HHDJLLAI_09664",""
"rnhA_3","","14.7 kDa ribonuclease H-like protein","8","8","1","2","4169","291","2","","407","407","407","GOJPHPBD_08314","DEIPBNHI_10307","LBLIGOHA_08629","IIFCLKFN_08024","BOFCGCOL_08525","KJABKPCK_08332","KLLDKJAP_08180","HHDJLLAI_09650",""
"group_5868","","hypothetical protein","8","8","1","2","4181","519","1","","329","329","329","GOJPHPBD_08325","DEIPBNHI_10296","LBLIGOHA_08640","IIFCLKFN_08035","BOFCGCOL_08514","KJABKPCK_08343","KLLDKJAP_08191","HHDJLLAI_09639",""
"cca_3","","CCA-adding enzyme","8","8","1","2","4188","800","1","","1205","1205","1205","GOJPHPBD_08331","DEIPBNHI_10290","LBLIGOHA_08646","IIFCLKFN_08041","BOFCGCOL_08508","KJABKPCK_08349","KLLDKJAP_08197","HHDJLLAI_09633",""
"group_5870","","putative oxidoreductase","8","8","1","2","4224","606","1","","758","758","758","GOJPHPBD_08367","DEIPBNHI_09480","LBLIGOHA_08682","IIFCLKFN_08077","BOFCGCOL_08472","KJABKPCK_08385","KLLDKJAP_08233","HHDJLLAI_09597",""
"group_5872","pepT_1","Peptidase T","8","8","1","2","4234","612","1","","1136","1136","1136","GOJPHPBD_08376","DEIPBNHI_09488","LBLIGOHA_08690","IIFCLKFN_08085","BOFCGCOL_08463","KJABKPCK_08393","KLLDKJAP_08241","HHDJLLAI_09589",""
"pdhD_5","","Dihydrolipoyl dehydrogenase","8","8","1","2","4241","235","2","","1421","1421","1421","GOJPHPBD_08382","DEIPBNHI_09494","LBLIGOHA_08696","IIFCLKFN_08091","BOFCGCOL_08457","KJABKPCK_08399","KLLDKJAP_08247","HHDJLLAI_09583",""
"buk2","","Butyrate kinase 2","8","8","1","2","4242","235","1","","1061","1061","1061","GOJPHPBD_08383","DEIPBNHI_09495","LBLIGOHA_08697","IIFCLKFN_08092","BOFCGCOL_08456","KJABKPCK_08400","KLLDKJAP_08248","HHDJLLAI_09582",""
"group_5875","","hypothetical protein","8","8","1","2","4257","710","1","","587","587","587","GOJPHPBD_08396","DEIPBNHI_09508","LBLIGOHA_08710","IIFCLKFN_08105","BOFCGCOL_08443","KJABKPCK_08413","KLLDKJAP_08261","HHDJLLAI_09569",""
"group_5876","aroK_3","Shikimate kinase","8","8","1","2","4267","71","7","","515","515","515","GOJPHPBD_08403","DEIPBNHI_08948","LBLIGOHA_08717","IIFCLKFN_08112","BOFCGCOL_08436","KJABKPCK_08420","KLLDKJAP_08268","HHDJLLAI_09562",""
"comGC","","ComG operon protein 3","8","8","1","2","4271","71","3","","326","326","326","GOJPHPBD_08407","DEIPBNHI_08945","LBLIGOHA_08720","IIFCLKFN_08115","BOFCGCOL_08432","KJABKPCK_08423","KLLDKJAP_08271","HHDJLLAI_09559",""
"group_5878","","hypothetical protein","8","8","1","2","4272","71","2","","1067","1067","1067","GOJPHPBD_08408","DEIPBNHI_08944","LBLIGOHA_08721","IIFCLKFN_08116","BOFCGCOL_08431","KJABKPCK_08424","KLLDKJAP_08272","HHDJLLAI_09558",""
"comGA","","ComG operon protein 1","8","8","1","2","4273","71","1","","974","974","974","GOJPHPBD_08409","DEIPBNHI_08943","LBLIGOHA_08722","IIFCLKFN_08117","BOFCGCOL_08430","KJABKPCK_08425","KLLDKJAP_08273","HHDJLLAI_09557",""
"yqgN","","putative protein YqgN","8","8","1","2","4279","597","1","","539","539","539","GOJPHPBD_08415","DEIPBNHI_08937","LBLIGOHA_08728","IIFCLKFN_08123","BOFCGCOL_08424","KJABKPCK_08431","KLLDKJAP_08279","HHDJLLAI_09551",""
"znuB_3","","High-affinity zinc uptake system membrane protein ZnuB","8","8","1","2","4285","565","1","","860","860","860","GOJPHPBD_08420","DEIPBNHI_08932","LBLIGOHA_08733","IIFCLKFN_08128","BOFCGCOL_08419","KJABKPCK_08436","KLLDKJAP_08284","HHDJLLAI_09546",""
"group_5882","","hypothetical protein","8","8","1","2","4302","832","1","","671","671","671","GOJPHPBD_08437","DEIPBNHI_08915","LBLIGOHA_08750","IIFCLKFN_08145","BOFCGCOL_08402","KJABKPCK_08453","KLLDKJAP_08301","HHDJLLAI_09529",""
"hemN_3","","Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR","8","8","1","2","4312","510","1","","1124","1124","1124","GOJPHPBD_08447","DEIPBNHI_08905","LBLIGOHA_08760","IIFCLKFN_08155","BOFCGCOL_08392","KJABKPCK_08463","KLLDKJAP_08311","","IFEKPJDH_08454"
"comEA_3","","ComE operon protein 1","8","8","1","2","4319","500","1","","713","713","713","GOJPHPBD_08453","DEIPBNHI_08899","LBLIGOHA_08766","IIFCLKFN_08161","BOFCGCOL_08386","KJABKPCK_08469","KLLDKJAP_08317","HHDJLLAI_08296",""
"kipA_2","","KipI antagonist","8","8","1","2","4333","285","2","","1010","1010","1010","GOJPHPBD_08467","DEIPBNHI_08885","LBLIGOHA_08780","IIFCLKFN_08175","BOFCGCOL_08372","KJABKPCK_08483","KLLDKJAP_08331","HHDJLLAI_08310",""
"group_5886","","hypothetical protein","8","8","1","2","4381","225","3","","1064","1064","1064","GOJPHPBD_08515","DEIPBNHI_08839","LBLIGOHA_08826","IIFCLKFN_08221","BOFCGCOL_08325","KJABKPCK_08529","KLLDKJAP_08377","HHDJLLAI_08356",""
"tag_3","","DNA-3-methyladenine glycosylase 1","8","8","1","2","4390","833","1","","578","578","578","GOJPHPBD_08521","DEIPBNHI_10163","LBLIGOHA_08832","IIFCLKFN_08227","BOFCGCOL_08319","KJABKPCK_08535","KLLDKJAP_09256","HHDJLLAI_08362",""
"msrC","","Free methionine-R-sulfoxide reductase","8","8","1","2","4443","598","1","","464","464","464","GOJPHPBD_08574","DEIPBNHI_09068","LBLIGOHA_08886","IIFCLKFN_07647","BOFCGCOL_08266","KJABKPCK_08589","KLLDKJAP_09203","HHDJLLAI_08416",""
"glpQ_9","","Glycerophosphodiester phosphodiesterase","8","8","1","2","4447","479","1","","740","740","740","GOJPHPBD_08577","DEIPBNHI_09071","LBLIGOHA_08889","IIFCLKFN_07650","BOFCGCOL_08263","KJABKPCK_08592","KLLDKJAP_09200","HHDJLLAI_08419",""
"group_5890","","hypothetical protein","8","8","1","2","4466","659","1","","1499","1499","1499","GOJPHPBD_08593","DEIPBNHI_09087","LBLIGOHA_08905","IIFCLKFN_07666","BOFCGCOL_08247","KJABKPCK_08608","KLLDKJAP_09184","HHDJLLAI_08435",""
"sftA","","DNA translocase SftA","8","8","1","2","4469","599","1","","3782","3782","3782","GOJPHPBD_08596","DEIPBNHI_09090","LBLIGOHA_08908","IIFCLKFN_07669","BOFCGCOL_08244","KJABKPCK_08611","KLLDKJAP_09181","HHDJLLAI_08438",""
"group_5892","","Sulfurtransferase","8","8","1","2","4484","811","1","","311","311","311","GOJPHPBD_08611","DEIPBNHI_10515","LBLIGOHA_08923","IIFCLKFN_07684","BOFCGCOL_08229","KJABKPCK_08626","KLLDKJAP_09166","HHDJLLAI_08453",""
"group_5893","","hypothetical protein","8","8","1","2","3839","251","2","","1469","1469","1469","GOJPHPBD_08624","DEIPBNHI_10502","LBLIGOHA_08936","IIFCLKFN_07697","BOFCGCOL_08216","KJABKPCK_08639","KLLDKJAP_09153","HHDJLLAI_08466",""
"sigS","","RNA polymerase sigma factor SigS","8","8","1","2","3834","313","1","","470","470","470","GOJPHPBD_08628","DEIPBNHI_10498","LBLIGOHA_08940","IIFCLKFN_07701","BOFCGCOL_08212","KJABKPCK_08643","KLLDKJAP_09149","HHDJLLAI_08470",""
