"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Brachy_341_9.fa","Brachy_738_10.fa","Brachy_862_8.fa","Brachy_876_9.fa","Brachy_900_8.fa","Brachy_908_11.fa","Brachy_947_11.fa","Brachy_962_10.fa","Brachy_JB7.fa"
"group_5063","","hypothetical protein","9","9","1","1","2547","","","","776","776","776","HAJKDPKL_00953","JOIMIODL_02045","FOMIDEFL_01907","AGBMBALL_00425","LJFCBDKD_01229","DPNJBGPE_03014","DNNBHHGK_02952","MCMEOHNO_02167","NGPGJBKC_00001"
"ndh","","NADH dehydrogenase","9","9","1","1","2419","","","","1520","1520","1520","HAJKDPKL_02641","JOIMIODL_00284","FOMIDEFL_02620","AGBMBALL_02736","LJFCBDKD_00429","DPNJBGPE_03146","DNNBHHGK_00199","MCMEOHNO_02725","NGPGJBKC_00635"
"pgl_2","","6-phosphogluconolactonase","9","9","1","1","1569","","","","1088","1088","1088","HAJKDPKL_00823","JOIMIODL_01957","FOMIDEFL_02885","AGBMBALL_00078","LJFCBDKD_01508","DPNJBGPE_00181","DNNBHHGK_01347","MCMEOHNO_01814","NGPGJBKC_00315"
"group_5066","","hypothetical protein","9","9","1","1","1355","","","","653","653","653","HAJKDPKL_00559","JOIMIODL_00677","FOMIDEFL_01418","AGBMBALL_00998","LJFCBDKD_01399","DPNJBGPE_02369","DNNBHHGK_03023","MCMEOHNO_02328","NGPGJBKC_02163"
"rsmD","","Ribosomal RNA small subunit methyltransferase D","9","9","1","1","3335","","","","602","614","612","HAJKDPKL_02293","JOIMIODL_00891","FOMIDEFL_00743","AGBMBALL_01343","LJFCBDKD_02326","DPNJBGPE_02091","DNNBHHGK_02728","MCMEOHNO_00489","NGPGJBKC_03206"
"cycB_3","","Cyclodextrin-binding protein","9","9","1","1","750","","","","1301","1322","1303","HAJKDPKL_02142","JOIMIODL_02255","FOMIDEFL_03327","AGBMBALL_03081","LJFCBDKD_03347","DPNJBGPE_02433","DNNBHHGK_02122","MCMEOHNO_02967","NGPGJBKC_02547"
"pks5","","Mycocerosic acid synthase-like polyketide synthase","9","9","1","1","2561","","","","953","953","953","HAJKDPKL_00967","JOIMIODL_00432","FOMIDEFL_01921","AGBMBALL_00440","LJFCBDKD_01214","DPNJBGPE_00659","DNNBHHGK_02937","MCMEOHNO_02181","NGPGJBKC_00949"
"mrp","","Iron-sulfur cluster carrier protein","9","9","1","1","3014","","","","1178","1196","1184","HAJKDPKL_02507","JOIMIODL_01333","FOMIDEFL_00490","AGBMBALL_01573","LJFCBDKD_00781","DPNJBGPE_01096","DNNBHHGK_00898","MCMEOHNO_01313","NGPGJBKC_00196"
"group_5071","","hypothetical protein","9","9","1","1","51","","","","650","650","650","HAJKDPKL_03273","JOIMIODL_01006","FOMIDEFL_01748","AGBMBALL_02864","LJFCBDKD_00470","DPNJBGPE_02250","DNNBHHGK_01473","MCMEOHNO_00104","NGPGJBKC_03092"
"group_5072","","hypothetical protein","9","9","1","1","3891","","","","944","944","944","HAJKDPKL_02755","JOIMIODL_00967","FOMIDEFL_02365","AGBMBALL_02901","LJFCBDKD_00509","DPNJBGPE_02033","DNNBHHGK_03519","MCMEOHNO_02116","NGPGJBKC_03163"
"group_5073","","hypothetical protein","9","9","1","1","4558","","","","761","761","761","HAJKDPKL_02830","JOIMIODL_01066","FOMIDEFL_00879","AGBMBALL_03180","LJFCBDKD_02679","DPNJBGPE_03053","DNNBHHGK_02507","MCMEOHNO_01937","NGPGJBKC_00391"
"group_5074","","hypothetical protein","9","9","1","1","2185","","","","569","578","575","HAJKDPKL_01587","JOIMIODL_01179","FOMIDEFL_00644","AGBMBALL_01992","LJFCBDKD_03115","DPNJBGPE_02867","DNNBHHGK_01881","MCMEOHNO_00959","NGPGJBKC_01846"
"group_5075","","GTP cyclohydrolase 1 type 2 ","9","9","1","1","3556","","","","869","869","869","HAJKDPKL_03072","JOIMIODL_03091","FOMIDEFL_01548","AGBMBALL_02456","LJFCBDKD_02109","DPNJBGPE_02644","DNNBHHGK_01696","MCMEOHNO_00265","NGPGJBKC_00761"
"iap_2","","putative endopeptidase p60","9","9","1","1","1870","","","","1070","1070","1070","HAJKDPKL_00303","JOIMIODL_02551","FOMIDEFL_00239","AGBMBALL_00327","LJFCBDKD_02871","DPNJBGPE_01956","DNNBHHGK_01140","MCMEOHNO_01974","NGPGJBKC_01566"
"group_5077","","hypothetical protein","9","9","1","2","156","","","","344","344","344","HAJKDPKL_02040","JOIMIODL_03319","FOMIDEFL_02715","AGBMBALL_02144","LJFCBDKD_00199","DPNJBGPE_00382","DNNBHHGK_00132","MCMEOHNO_03172","NGPGJBKC_02038"
"glmS_1","","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]","9","9","1","1","1302","","","","923","923","923","HAJKDPKL_00606","JOIMIODL_00719","FOMIDEFL_01376","AGBMBALL_00957","LJFCBDKD_01357","DPNJBGPE_02333","DNNBHHGK_02397","MCMEOHNO_02281","NGPGJBKC_00593"
"group_5079","","L-gulono-1,4-lactone dehydrogenase","9","9","1","1","2153","","","","1310","1310","1310","HAJKDPKL_01616","JOIMIODL_01150","FOMIDEFL_00673","AGBMBALL_03324","LJFCBDKD_03086","DPNJBGPE_02896","DNNBHHGK_01911","MCMEOHNO_00926","NGPGJBKC_01817"
"group_508","","hypothetical protein","9","9","1","1","2498","","","","1184","1298","1196","HAJKDPKL_00905","JOIMIODL_02093","FOMIDEFL_01859","AGBMBALL_00376","LJFCBDKD_01277","DPNJBGPE_03475","DNNBHHGK_03000","MCMEOHNO_02118","NGPGJBKC_01019"
"abfA_1","","Intracellular exo-alpha-(1->5)-L-arabinofuranosidase","9","9","1","1","216","","","","1523","1523","1523","HAJKDPKL_01900","JOIMIODL_00363","FOMIDEFL_03112","AGBMBALL_02699","LJFCBDKD_02505","DPNJBGPE_01480","DNNBHHGK_02334","MCMEOHNO_03449","NGPGJBKC_02306"
"iolE_6","","Inosose dehydratase","9","9","1","1","1092","","","","746","746","746","HAJKDPKL_00440","JOIMIODL_01774","FOMIDEFL_02311","AGBMBALL_00851","LJFCBDKD_02772","DPNJBGPE_03206","DNNBHHGK_02239","MCMEOHNO_00645","NGPGJBKC_01077"
"group_5082","","hypothetical protein","9","9","1","2","115","","","","1145","1145","1145","HAJKDPKL_02011","JOIMIODL_03348","FOMIDEFL_02744","AGBMBALL_02173","LJFCBDKD_00170","DPNJBGPE_00353","DNNBHHGK_00103","MCMEOHNO_02378","NGPGJBKC_03387"
"group_5083","","hypothetical protein","9","9","1","1","1764","","","","635","635","635","HAJKDPKL_02690","JOIMIODL_02613","FOMIDEFL_02968","AGBMBALL_00261","LJFCBDKD_03213","DPNJBGPE_03301","DNNBHHGK_03477","MCMEOHNO_02872","NGPGJBKC_03076"
"group_5084","","hypothetical protein","9","9","1","1","190","","","","1508","1508","1508","HAJKDPKL_03530","JOIMIODL_00342","FOMIDEFL_03124","AGBMBALL_02686","LJFCBDKD_02526","DPNJBGPE_01458","DNNBHHGK_02313","MCMEOHNO_03314","NGPGJBKC_02331"
"group_5085","","hypothetical protein","9","9","1","1","4582","","","","1463","1490","1473","HAJKDPKL_02850","JOIMIODL_01046","FOMIDEFL_00859","AGBMBALL_03200","LJFCBDKD_02699","DPNJBGPE_03033","DNNBHHGK_02527","MCMEOHNO_01957","NGPGJBKC_00235"
"gloB","","Hydroxyacylglutathione hydrolase","9","9","1","1","1877","","","","821","821","821","HAJKDPKL_00296","JOIMIODL_02544","FOMIDEFL_00246","AGBMBALL_00334","LJFCBDKD_02878","DPNJBGPE_01949","DNNBHHGK_01147","MCMEOHNO_01981","NGPGJBKC_01573"
"pdxH","","Pyridoxine/pyridoxamine 5'-phosphate oxidase","9","9","1","1","344","","","","683","683","683","HAJKDPKL_01781","JOIMIODL_00102","FOMIDEFL_00846","AGBMBALL_01119","LJFCBDKD_00073","DPNJBGPE_01594","DNNBHHGK_01995","MCMEOHNO_01020","NGPGJBKC_01204"
"ltnD","","L-threonate dehydrogenase","9","9","1","1","40","","","","905","905","905","HAJKDPKL_03284","JOIMIODL_00995","FOMIDEFL_01738","AGBMBALL_02874","LJFCBDKD_00481","DPNJBGPE_02261","DNNBHHGK_01462","MCMEOHNO_00094","NGPGJBKC_03103"
"clcD","","Carboxymethylenebutenolidase","9","9","1","1","1633","","","","752","752","752","HAJKDPKL_00772","JOIMIODL_02008","FOMIDEFL_01814","AGBMBALL_00026","LJFCBDKD_01456","DPNJBGPE_00232","DNNBHHGK_01398","MCMEOHNO_01763","NGPGJBKC_02118"
"pstP_1","","PP2C-family Ser/Thr phosphatase","9","9","1","1","2500","","","","884","1088","1065","HAJKDPKL_00907","JOIMIODL_02091","FOMIDEFL_01861","AGBMBALL_00378","LJFCBDKD_01275","DPNJBGPE_03477","DNNBHHGK_02998","MCMEOHNO_02120","NGPGJBKC_01021"
"group_5090","","hypothetical protein","9","9","1","1","2244","","","","926","926","926","HAJKDPKL_00171","JOIMIODL_02688","FOMIDEFL_03274","AGBMBALL_02632","LJFCBDKD_02579","DPNJBGPE_02946","DNNBHHGK_02259","MCMEOHNO_02657","NGPGJBKC_03436"
"group_5091","","hypothetical protein","9","9","1","1","982","","","","545","545","545","HAJKDPKL_00340","JOIMIODL_00397","FOMIDEFL_03071","AGBMBALL_00717","LJFCBDKD_03188","DPNJBGPE_01227","DNNBHHGK_03244","MCMEOHNO_02535","NGPGJBKC_01529"
"group_5092","","hypothetical protein","9","9","1","1","3892","","","","1628","1649","1637","HAJKDPKL_02754","JOIMIODL_00966","FOMIDEFL_02366","AGBMBALL_02902","LJFCBDKD_00510","DPNJBGPE_02032","DNNBHHGK_03518","MCMEOHNO_02115","NGPGJBKC_03162"
"group_5093","ettA_3","Energy-dependent translational throttle protein EttA","9","9","1","1","2069","","","","1886","1895","1887","HAJKDPKL_01630","JOIMIODL_02099","FOMIDEFL_03411","AGBMBALL_03309","LJFCBDKD_03014","DPNJBGPE_02910","DNNBHHGK_01925","MCMEOHNO_03103","NGPGJBKC_01803"
"group_5094","","Putative multidrug export ATP-binding/permease protein","9","9","1","1","4182","","","","1961","1961","1961","HAJKDPKL_00066","JOIMIODL_02910","FOMIDEFL_01261","AGBMBALL_01467","LJFCBDKD_00613","DPNJBGPE_00571","DNNBHHGK_00332","MCMEOHNO_00778","NGPGJBKC_03428"
"group_5095","","hypothetical protein","9","9","1","1","1108","","","","518","518","518","HAJKDPKL_00456","JOIMIODL_01790","FOMIDEFL_02327","AGBMBALL_00867","LJFCBDKD_02756","DPNJBGPE_03222","DNNBHHGK_02223","MCMEOHNO_00661","NGPGJBKC_02417"
"group_5096","","hypothetical protein","9","9","1","1","576","","","","320","320","320","HAJKDPKL_03480","JOIMIODL_01658","FOMIDEFL_01117","AGBMBALL_03235","LJFCBDKD_03504","DPNJBGPE_03430","DNNBHHGK_00001","MCMEOHNO_03499","NGPGJBKC_01940"
"nlhH_3","","Carboxylesterase NlhH","9","9","1","1","239","","","","1052","1052","1052","HAJKDPKL_01877","JOIMIODL_00006","FOMIDEFL_00116","AGBMBALL_01023","LJFCBDKD_02482","DPNJBGPE_01498","DNNBHHGK_02091","MCMEOHNO_03230","NGPGJBKC_01660"
"group_5098","","hypothetical protein","9","9","1","1","2788","","","","1034","1052","1042","HAJKDPKL_01184","JOIMIODL_00648","FOMIDEFL_02137","AGBMBALL_00658","LJFCBDKD_00997","DPNJBGPE_00879","DNNBHHGK_00682","MCMEOHNO_01529","NGPGJBKC_02513"
"nagZ_2","","Beta-hexosaminidase","9","9","1","1","1286","","","","1835","1835","1835","HAJKDPKL_00620","JOIMIODL_00732","FOMIDEFL_01363","AGBMBALL_00944","LJFCBDKD_01343","DPNJBGPE_02319","DNNBHHGK_02384","MCMEOHNO_02267","NGPGJBKC_00579"
"group_51","","hypothetical protein","9","9","1","1","1791","","","","380","398","392","HAJKDPKL_02713","JOIMIODL_02588","FOMIDEFL_03210","AGBMBALL_00285","LJFCBDKD_02831","DPNJBGPE_01997","DNNBHHGK_03452","MCMEOHNO_02896","NGPGJBKC_01405"
"nfdA","","N-substituted formamide deformylase","9","9","1","1","2512","","","","179","1508","1360","HAJKDPKL_00919","JOIMIODL_02079","FOMIDEFL_01873","AGBMBALL_00390","LJFCBDKD_01263","DPNJBGPE_02980","DNNBHHGK_02986","MCMEOHNO_02132","NGPGJBKC_01033"
"group_5100","","hypothetical protein","9","9","1","1","3010","","","","161","161","161","HAJKDPKL_02503","JOIMIODL_01337","FOMIDEFL_00486","AGBMBALL_01577","LJFCBDKD_00785","DPNJBGPE_01092","DNNBHHGK_00894","MCMEOHNO_01317","NGPGJBKC_00200"
"lcpA","","Cell wall biosynthesis protein LcpA","9","9","1","1","503","","","","1235","1235","1235","HAJKDPKL_03589","JOIMIODL_00237","FOMIDEFL_00972","AGBMBALL_00749","LJFCBDKD_00364","DPNJBGPE_01723","DNNBHHGK_01593","MCMEOHNO_03017","NGPGJBKC_03327"
"ghrA","","Glyoxylate/hydroxypyruvate reductase A","9","9","1","1","2530","","","","941","941","941","HAJKDPKL_00936","JOIMIODL_02062","FOMIDEFL_01890","AGBMBALL_00408","LJFCBDKD_01246","DPNJBGPE_02997","DNNBHHGK_02969","MCMEOHNO_02150","NGPGJBKC_00018"
"phzD","","Phenazine biosynthesis protein PhzD","9","9","1","1","2309","","","","566","566","566","HAJKDPKL_03610","JOIMIODL_01854","FOMIDEFL_03182","AGBMBALL_03262","LJFCBDKD_03559","DPNJBGPE_01791","DNNBHHGK_02869","MCMEOHNO_03115","NGPGJBKC_01715"
"glkA_1","","Glucokinase","9","9","1","1","2709","","","","1094","1094","1094","HAJKDPKL_01110","JOIMIODL_00574","FOMIDEFL_02063","AGBMBALL_00584","LJFCBDKD_01071","DPNJBGPE_00803","DNNBHHGK_00608","MCMEOHNO_01129","NGPGJBKC_02438"
"thiG","","Thiazole synthase","9","9","1","1","273","","","","914","926","915","HAJKDPKL_01848","JOIMIODL_00035","FOMIDEFL_00779","AGBMBALL_01052","LJFCBDKD_00006","DPNJBGPE_01527","DNNBHHGK_02062","MCMEOHNO_00067","NGPGJBKC_01631"
"group_5106","","hypothetical protein","9","9","1","1","3006","","","","947","947","947","HAJKDPKL_02499","JOIMIODL_01341","FOMIDEFL_00482","AGBMBALL_01581","LJFCBDKD_00789","DPNJBGPE_01088","DNNBHHGK_00890","MCMEOHNO_01321","NGPGJBKC_00204"
"dcsG","","Cycloserine biosynthesis protein DcsG","9","9","1","1","4214","","","","896","896","896","HAJKDPKL_00089","JOIMIODL_02933","FOMIDEFL_01238","AGBMBALL_01490","LJFCBDKD_00590","DPNJBGPE_00594","DNNBHHGK_00309","MCMEOHNO_00801","NGPGJBKC_00071"
"efeN","","putative deferrochelatase/peroxidase EfeN","9","9","1","1","447","","","","1238","1238","1238","HAJKDPKL_01695","JOIMIODL_00191","FOMIDEFL_01013","AGBMBALL_00793","LJFCBDKD_00321","DPNJBGPE_01681","DNNBHHGK_01550","MCMEOHNO_03063","NGPGJBKC_00854"
"group_5109","","hypothetical protein","9","9","1","1","3077","","","","773","773","773","HAJKDPKL_02569","JOIMIODL_01270","FOMIDEFL_00553","AGBMBALL_02091","LJFCBDKD_03311","DPNJBGPE_01158","DNNBHHGK_00960","MCMEOHNO_01251","NGPGJBKC_01499"
"drrA_4","","Daunorubicin/doxorubicin resistance ATP-binding protein DrrA","9","9","1","1","2513","","","","476","902","854","HAJKDPKL_00920","JOIMIODL_02078","FOMIDEFL_01874","AGBMBALL_00391","LJFCBDKD_01262","DPNJBGPE_02981","DNNBHHGK_02985","MCMEOHNO_02133","NGPGJBKC_03194"
"group_5110","","hypothetical protein","9","9","1","1","163","","","","797","797","797","HAJKDPKL_03504","JOIMIODL_00316","FOMIDEFL_03150","AGBMBALL_02659","LJFCBDKD_02552","DPNJBGPE_01432","DNNBHHGK_02286","MCMEOHNO_03340","NGPGJBKC_00614"
"tatA","","Sec-independent protein translocase protein TatA","9","9","1","1","3627","","","","317","317","317","HAJKDPKL_03135","JOIMIODL_03019","FOMIDEFL_01485","AGBMBALL_02519","LJFCBDKD_02046","DPNJBGPE_02707","DNNBHHGK_01633","MCMEOHNO_00202","NGPGJBKC_00134"
"bioM","","Biotin transport ATP-binding protein BioM","9","9","1","1","1141","","","","686","686","686","HAJKDPKL_00477","JOIMIODL_01813","FOMIDEFL_02360","AGBMBALL_00890","LJFCBDKD_02724","DPNJBGPE_03244","DNNBHHGK_02192","MCMEOHNO_00686","NGPGJBKC_00511"
"group_5113","","hypothetical protein","9","9","1","1","3264","","","","1205","1229","1215","HAJKDPKL_02227","JOIMIODL_00823","FOMIDEFL_02560","AGBMBALL_01273","LJFCBDKD_02394","DPNJBGPE_02156","DNNBHHGK_02794","MCMEOHNO_00555","NGPGJBKC_01129"
"iscS_2","","Cysteine desulfurase IscS","9","9","1","1","1008","","","","1145","1145","1145","HAJKDPKL_00362","JOIMIODL_00414","FOMIDEFL_03054","AGBMBALL_00695","LJFCBDKD_03165","DPNJBGPE_01205","DNNBHHGK_03266","MCMEOHNO_02513","NGPGJBKC_02156"
"selD","","Selenide, water dikinase","9","9","1","1","2848","","","","1025","1025","1025","HAJKDPKL_01244","JOIMIODL_01490","FOMIDEFL_00333","AGBMBALL_01729","LJFCBDKD_00937","DPNJBGPE_00939","DNNBHHGK_00742","MCMEOHNO_01470","NGPGJBKC_01045"
"group_5116","","Hydrazine synthase subunit beta","9","9","1","1","2502","","","","1163","1163","1163","HAJKDPKL_00909","JOIMIODL_02089","FOMIDEFL_01863","AGBMBALL_00380","LJFCBDKD_01273","DPNJBGPE_02970","DNNBHHGK_02996","MCMEOHNO_02122","NGPGJBKC_01023"
"rnpA","","Ribonuclease P protein component","9","9","1","1","4553","","","","368","368","368","HAJKDPKL_02825","JOIMIODL_01071","FOMIDEFL_00884","AGBMBALL_03175","LJFCBDKD_02674","DPNJBGPE_03058","DNNBHHGK_02502","MCMEOHNO_01932","NGPGJBKC_00396"
"group_5118","","hypothetical protein","9","9","1","1","2954","","","","482","482","482","HAJKDPKL_02453","JOIMIODL_01388","FOMIDEFL_00435","AGBMBALL_01627","LJFCBDKD_00835","DPNJBGPE_01042","DNNBHHGK_00844","MCMEOHNO_01367","NGPGJBKC_01395"
"group_5119","","hypothetical protein","9","9","1","1","3011","","","","170","170","170","HAJKDPKL_02504","JOIMIODL_01336","FOMIDEFL_00487","AGBMBALL_01576","LJFCBDKD_00784","DPNJBGPE_01093","DNNBHHGK_00895","MCMEOHNO_01316","NGPGJBKC_00199"
"group_512","","hypothetical protein","9","9","1","1","2517","","","","281","926","854","HAJKDPKL_00924","JOIMIODL_02074","FOMIDEFL_01878","AGBMBALL_00395","LJFCBDKD_01258","DPNJBGPE_02985","DNNBHHGK_02981","MCMEOHNO_02137","NGPGJBKC_01689"
"recX","","Regulatory protein RecX","9","9","1","1","2939","","","","686","686","686","HAJKDPKL_02438","JOIMIODL_01403","FOMIDEFL_00420","AGBMBALL_01642","LJFCBDKD_00850","DPNJBGPE_01027","DNNBHHGK_00829","MCMEOHNO_01382","NGPGJBKC_01380"
"group_5121","","hypothetical protein","9","9","1","1","2674","","","","722","722","722","HAJKDPKL_01077","JOIMIODL_00541","FOMIDEFL_02030","AGBMBALL_00551","LJFCBDKD_01104","DPNJBGPE_00769","DNNBHHGK_00575","MCMEOHNO_01162","NGPGJBKC_03172"
"group_5122","","hypothetical protein","9","9","1","1","739","","","","158","158","158","HAJKDPKL_02152","JOIMIODL_02245","FOMIDEFL_03317","AGBMBALL_03070","LJFCBDKD_03337","DPNJBGPE_02423","DNNBHHGK_02132","MCMEOHNO_02977","NGPGJBKC_03278"
"group_5123","","hypothetical protein","9","9","1","1","757","","","","482","482","482","HAJKDPKL_02135","JOIMIODL_02262","FOMIDEFL_03334","AGBMBALL_02616","LJFCBDKD_03354","DPNJBGPE_02440","DNNBHHGK_02115","MCMEOHNO_02960","NGPGJBKC_02540"
"group_5124","","hypothetical protein","9","9","1","1","3376","","","","356","356","356","HAJKDPKL_02872","JOIMIODL_00940","FOMIDEFL_00704","AGBMBALL_01382","LJFCBDKD_02287","DPNJBGPE_02052","DNNBHHGK_02689","MCMEOHNO_00450","NGPGJBKC_01452"
"group_5125","","hypothetical protein","9","9","1","1","1908","","","","395","395","395","HAJKDPKL_00279","JOIMIODL_02527","FOMIDEFL_00263","AGBMBALL_00351","LJFCBDKD_02895","DPNJBGPE_01932","DNNBHHGK_01164","MCMEOHNO_01998","NGPGJBKC_02652"
"group_5126","","putative protein","9","9","1","1","2772","","","","698","698","698","HAJKDPKL_01168","JOIMIODL_00632","FOMIDEFL_02121","AGBMBALL_00642","LJFCBDKD_01013","DPNJBGPE_00863","DNNBHHGK_00666","MCMEOHNO_01545","NGPGJBKC_02497"
"pcm","","Protein-L-isoaspartate O-methyltransferase","9","9","1","1","797","","","","575","575","575","HAJKDPKL_00895","JOIMIODL_01885","FOMIDEFL_02957","AGBMBALL_00149","LJFCBDKD_03491","DPNJBGPE_00095","DNNBHHGK_01275","MCMEOHNO_01886","NGPGJBKC_03058"
"ispF","","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","9","9","1","1","2807","","","","506","506","506","HAJKDPKL_01203","JOIMIODL_01531","FOMIDEFL_00292","AGBMBALL_01770","LJFCBDKD_00978","DPNJBGPE_00898","DNNBHHGK_00701","MCMEOHNO_01511","NGPGJBKC_02731"
"opuCB_1","","Glycine betaine/carnitine/choline transport system permease protein OpuCB","9","9","1","1","305","","","","671","671","671","HAJKDPKL_01818","JOIMIODL_00065","FOMIDEFL_00809","AGBMBALL_01082","LJFCBDKD_00037","DPNJBGPE_01557","DNNBHHGK_02032","MCMEOHNO_00037","NGPGJBKC_00979"
"group_513","","Putative multidrug export ATP-binding/permease protein","9","9","1","1","2518","","","","1874","1922","1916","HAJKDPKL_00925","JOIMIODL_02073","FOMIDEFL_01879","AGBMBALL_00396","LJFCBDKD_01257","DPNJBGPE_02986","DNNBHHGK_02980","MCMEOHNO_02138","NGPGJBKC_02011"
"group_5130","","hypothetical protein","9","9","1","1","3032","","","","590","590","590","HAJKDPKL_02525","JOIMIODL_01315","FOMIDEFL_00508","AGBMBALL_01555","LJFCBDKD_00763","DPNJBGPE_01114","DNNBHHGK_00916","MCMEOHNO_01295","NGPGJBKC_02278"
"pdxT","","Pyridoxal 5'-phosphate synthase subunit PdxT","9","9","1","1","81","","","","602","602","602","HAJKDPKL_03239","JOIMIODL_01035","FOMIDEFL_01783","AGBMBALL_02835","LJFCBDKD_00440","DPNJBGPE_02215","DNNBHHGK_01502","MCMEOHNO_00133","NGPGJBKC_03041"
"group_5132","","hypothetical protein","9","9","1","1","3064","","","","752","752","752","HAJKDPKL_02556","JOIMIODL_01283","FOMIDEFL_00540","AGBMBALL_03342","LJFCBDKD_00731","DPNJBGPE_01145","DNNBHHGK_00947","MCMEOHNO_01264","NGPGJBKC_03260"
"betC_1","","Choline-sulfatase","9","9","1","1","4352","","","","1562","1562","1562","HAJKDPKL_03652","JOIMIODL_03581","FOMIDEFL_01142","AGBMBALL_02560","LJFCBDKD_01672","DPNJBGPE_01371","DNNBHHGK_03150","MCMEOHNO_00898","NGPGJBKC_02810"
"fliY","","L-cystine-binding protein FliY","9","9","1","1","4145","","","","998","998","998","HAJKDPKL_00037","JOIMIODL_02879","FOMIDEFL_01293","AGBMBALL_01437","LJFCBDKD_00642","DPNJBGPE_00539","DNNBHHGK_00362","MCMEOHNO_00749","NGPGJBKC_00493"
"group_5135","","hypothetical protein","9","9","1","1","1867","","","","1952","1952","1952","HAJKDPKL_00306","JOIMIODL_02554","FOMIDEFL_00236","AGBMBALL_00324","LJFCBDKD_02868","DPNJBGPE_01959","DNNBHHGK_01137","MCMEOHNO_01971","NGPGJBKC_01563"
"occM","","Octopine transport system permease protein OccM","9","9","1","1","2455","","","","989","1007","995","HAJKDPKL_02660","JOIMIODL_02643","FOMIDEFL_02600","AGBMBALL_02755","LJFCBDKD_00410","DPNJBGPE_03165","DNNBHHGK_00218","MCMEOHNO_02706","NGPGJBKC_01730"
"dctA2","","C4-dicarboxylate transport protein 2","9","9","1","1","2860","","","","1268","1268","1268","HAJKDPKL_02363","JOIMIODL_01478","FOMIDEFL_00345","AGBMBALL_01717","LJFCBDKD_00925","DPNJBGPE_00951","DNNBHHGK_00754","MCMEOHNO_01458","NGPGJBKC_00682"
"group_5138","","hypothetical protein","9","9","1","1","2417","","","","1355","1358","1357","HAJKDPKL_02639","JOIMIODL_00282","FOMIDEFL_02622","AGBMBALL_02734","LJFCBDKD_00431","DPNJBGPE_03144","DNNBHHGK_00197","MCMEOHNO_02727","NGPGJBKC_03137"
"xdh","","D-xylose dehydrogenase","9","9","1","1","183","","","","1163","1163","1163","HAJKDPKL_03523","JOIMIODL_00335","FOMIDEFL_03131","AGBMBALL_02679","LJFCBDKD_02533","DPNJBGPE_01451","DNNBHHGK_02306","MCMEOHNO_03321","NGPGJBKC_00419"
"group_514","","hypothetical protein","9","9","1","1","2522","","","","1079","1412","1374","HAJKDPKL_00928","JOIMIODL_02070","FOMIDEFL_01882","AGBMBALL_00400","LJFCBDKD_01254","DPNJBGPE_02989","DNNBHHGK_02977","MCMEOHNO_02142","NGPGJBKC_00026"
"group_5140","","putative protein","9","9","1","2","189","","","","797","797","797","HAJKDPKL_02074","JOIMIODL_03284","FOMIDEFL_02680","AGBMBALL_02110","LJFCBDKD_00695","DPNJBGPE_00416","DNNBHHGK_00167","MCMEOHNO_03207","NGPGJBKC_03015"
"group_5141","","putative HTH-type transcriptional regulator","9","9","1","1","2053","","","","500","500","500","HAJKDPKL_01647","JOIMIODL_02116","FOMIDEFL_03394","AGBMBALL_03292","LJFCBDKD_02997","DPNJBGPE_02927","DNNBHHGK_01942","MCMEOHNO_03086","NGPGJBKC_01785"
